FFFF FFFF FFFF FFFF FFFF FFFF#1635662792560965#-62.0#3.5465635815916023#1
0000 002B 2000 0000 0000 0000#1635662793716936#-49.5#3.11091303783208#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662793718022#-62.0#3.6201946594101133#1
0000 0020 2000 0000 0000 0000#1635662793719355#-41.0#2.6139032625571326#1
0000 001E 2000 0000 0000 0000#1635662793720395#-48.5#4.172427743048944#1
0000 0025 2000 0000 0000 0000#1635662793721494#-40.0#1.705786636128833#1
0000 002C 2000 0000 0000 0000#1635662793723159#-50.0#3.5588354278946874#1
0000 0029 2000 0000 0000 0000#1635662793724228#-45.5#2.2886993355253766#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662793729219#-62.5#3.552699504743145#1
0000 0026 2000 0000 0000 0000#1635662793730287#-36.5#1.3744467859455345#1
0000 0025 2000 0000 0000 0000#1635662793731814#-40.0#1.705786636128833#1
0000 0023 2000 0000 0000 0000#1635662793733342#-43.0#1.8100973297050567#1
0000 0022 2000 0000 0000 0000#1635662793734404#-42.0#2.6691265709210157#1
0000 0020 2000 0000 0000 0000#1635662793735739#-41.0#2.5954954931025047#1
0000 001E 2000 0000 0000 0000#1635662793737072#-49.0#4.147884050442774#1
0000 002A 2000 0000 0000 0000#1635662793739104#-48.0#2.454369260617026#1
0000 0028 2000 0000 0000 0000#1635662793741154#-42.5#2.141437179888355#1
0000 002B 2000 0000 0000 0000#1635662793743544#-49.5#3.098641191528995#1
0000 0027 2000 0000 0000 0000#1635662793745259#-41.5#1.5892040962495242#1
0000 001F 2000 0000 0000 0000#1635662793747937#-45.0#3.5711072741977725#1
0000 0024 2000 0000 0000 0000#1635662793749020#-41.0#1.6935147898257479#1
0000 002C 2000 0000 0000 0000#1635662793751172#-50.0#3.5281558121369745#1
0000 0021 2000 0000 0000 0000#1635662793752206#-41.5#2.5402721847386216#1
0000 0029 2000 0000 0000 0000#1635662793753316#-45.5#2.2886993355253766#1
0000 002B 2000 0000 0000 0000#1635662793760706#-49.5#3.1354567304382504#1
0000 0025 2000 0000 0000 0000#1635662793762060#-40.0#1.718058482431918#1
0000 001E 2000 0000 0000 0000#1635662793763896#-48.5#4.1601558967458585#1
0000 0028 2000 0000 0000 0000#1635662793765678#-42.5#2.1353012567368124#1
0000 0029 2000 0000 0000 0000#1635662793766761#-45.5#2.270291566070749#1
0000 0020 2000 0000 0000 0000#1635662793767842#-41.0#2.6139032625571326#1
0000 0026 2000 0000 0000 0000#1635662793769152#-36.5#1.3621749396424494#1
0000 0023 2000 0000 0000 0000#1635662793770253#-43.0#1.7916895602504288#1
0000 0024 2000 0000 0000 0000#1635662793772005#-41.0#1.6812429435226628#1
0000 002A 2000 0000 0000 0000#1635662793773312#-48.5#2.4605051837685683#1
0000 0027 2000 0000 0000 0000#1635662793775614#-41.5#1.6198837120072371#1
0000 002C 2000 0000 0000 0000#1635662793779124#-50.0#3.5465635815916023#1
0000 001F 2000 0000 0000 0000#1635662793780199#-45.0#3.5711072741977725#1
0000 0022 2000 0000 0000 0000#1635662793782297#-42.0#2.662990647769473#1
0000 0021 2000 0000 0000 0000#1635662793783389#-41.5#2.5402721847386216#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662793785050#-62.5#3.5711072741977725#1
0000 0020 2000 0000 0000 0000#1635662793789824#-41.0#2.60776733940559#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662793791147#-63.0#3.5956509668039427#1
0000 001F 2000 0000 0000 0000#1635662793792177#-45.0#3.5588354278946874#1
0000 0025 2000 0000 0000 0000#1635662793793248#-40.0#1.6996507129772904#1
0000 0026 2000 0000 0000 0000#1635662793797253#-36.5#1.3499030933393643#1
0000 0021 2000 0000 0000 0000#1635662793798370#-41.5#2.552544031041707#1
0000 002A 2000 0000 0000 0000#1635662793800391#-48.0#2.442097414313941#1
0000 002B 2000 0000 0000 0000#1635662793801458#-49.5#3.11091303783208#1
0000 002C 2000 0000 0000 0000#1635662793802526#-50.0#3.56497135104623#1
0000 001E 2000 0000 0000 0000#1635662793805296#-49.0#4.166291819897402#1
0000 0027 2000 0000 0000 0000#1635662793806376#-41.5#1.607611865704152#1
0000 0023 2000 0000 0000 0000#1635662793807646#-43.0#1.7978254834019713#1
0000 0029 2000 0000 0000 0000#1635662793809741#-45.5#2.3009711818284617#1
0000 0022 2000 0000 0000 0000#1635662793811626#-42.5#2.675262494072558#1
0000 0024 2000 0000 0000 0000#1635662793813207#-41.0#1.6812429435226628#1
0000 0028 2000 0000 0000 0000#1635662793814530#-42.5#2.1353012567368124#1
0000 0029 2000 0000 0000 0000#1635662793820622#-45.5#2.2886993355253766#1
0000 0027 2000 0000 0000 0000#1635662793822155#-41.5#1.607611865704152#1
0000 0026 2000 0000 0000 0000#1635662793823860#-36.5#1.3621749396424494#1
0000 0022 2000 0000 0000 0000#1635662793825440#-42.5#2.6813984172241008#1
0000 0025 2000 0000 0000 0000#1635662793827006#-40.0#1.7119225592803755#1
0000 0021 2000 0000 0000 0000#1635662793828085#-41.0#2.5464081078901644#1
0000 0020 2000 0000 0000 0000#1635662793829634#-41.5#2.5954954931025047#1
0000 001E 2000 0000 0000 0000#1635662793831178#-49.0#4.184699589352029#1
0000 0024 2000 0000 0000 0000#1635662793832488#-41.0#1.6873788666742053#1
0000 002B 2000 0000 0000 0000#1635662793833642#-49.5#3.117048960983623#1
0000 0028 2000 0000 0000 0000#1635662793834724#-42.5#2.1353012567368124#1
0000 0023 2000 0000 0000 0000#1635662793836037#-43.0#1.7978254834019713#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662793837331#-63.0#3.56497135104623#1
0000 002A 2000 0000 0000 0000#1635662793838653#-48.0#2.448233337465483#1
0000 001F 2000 0000 0000 0000#1635662793839857#-45.0#3.552699504743145#1
0000 002C 2000 0000 0000 0000#1635662793840952#-50.0#3.56497135104623#1
0000 0026 2000 0000 0000 0000#1635662793847567#-36.5#1.3621749396424494#1
0000 0028 2000 0000 0000 0000#1635662793848720#-42.5#2.116893487282185#1
0000 0025 2000 0000 0000 0000#1635662793850018#-40.0#1.6873788666742053#1
0000 001F 2000 0000 0000 0000#1635662793853449#-45.0#3.5588354278946874#1
0000 0024 2000 0000 0000 0000#1635662793854520#-41.0#1.6751070203711202#1
0000 0021 2000 0000 0000 0000#1635662793855833#-41.0#2.5280003384355365#1
0000 001E 2000 0000 0000 0000#1635662793856932#-48.5#4.147884050442774#1
0000 0029 2000 0000 0000 0000#1635662793859162#-45.5#2.2886993355253766#1
0000 002C 2000 0000 0000 0000#1635662793861092#-50.0#3.5465635815916023#1
0000 0020 2000 0000 0000 0000#1635662793862614#-41.0#2.6016314162540475#1
0000 002A 2000 0000 0000 0000#1635662793863707#-48.0#2.454369260617026#1
0000 0027 2000 0000 0000 0000#1635662793864971#-41.5#1.5953400194010667#1
0000 0023 2000 0000 0000 0000#1635662793866798#-43.0#1.7978254834019713#1
0000 0022 2000 0000 0000 0000#1635662793867944#-42.0#2.6813984172241008#1
0000 002B 2000 0000 0000 0000#1635662793869382#-49.5#3.0925052683774528#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662793871529#-62.0#3.497476196379262#1
0000 0020 2000 0000 0000 0000#1635662793876017#-41.0#2.5893595699509624#1
0000 002B 2000 0000 0000 0000#1635662793877100#-49.0#3.08636934522591#1
0000 0021 2000 0000 0000 0000#1635662793878148#-41.0#2.5341362615870793#1
0000 001E 2000 0000 0000 0000#1635662793879457#-49.0#4.166291819897402#1
0000 0029 2000 0000 0000 0000#1635662793880511#-45.0#2.2764274892222915#1
0000 0022 2000 0000 0000 0000#1635662793881557#-42.5#2.650718801466388#1
0000 0024 2000 0000 0000 0000#1635662793882637#-41.0#1.6751070203711202#1
0000 002C 2000 0000 0000 0000#1635662793884389#-50.0#3.552699504743145#1
0000 001F 2000 0000 0000 0000#1635662793886706#-44.5#3.5465635815916023#1
0000 0025 2000 0000 0000 0000#1635662793888048#-40.0#1.7119225592803755#1
0000 0023 2000 0000 0000 0000#1635662793890357#-43.5#1.7794177139473437#1
0000 0027 2000 0000 0000 0000#1635662793891433#-41.5#1.5892040962495242#1
0000 0028 2000 0000 0000 0000#1635662793893214#-42.5#2.1353012567368124#1
0000 0026 2000 0000 0000 0000#1635662793894270#-36.5#1.3499030933393643#1
0000 002A 2000 0000 0000 0000#1635662793896473#-48.0#2.435961491162398#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662793899893#-62.5#3.497476196379262#1
0000 0023 2000 0000 0000 0000#1635662793905357#-43.0#1.7855536370988863#1
0000 0020 2000 0000 0000 0000#1635662793906510#-41.0#2.5954954931025047#1
0000 0025 2000 0000 0000 0000#1635662793908342#-40.0#1.6873788666742053#1
0000 001E 2000 0000 0000 0000#1635662793909369#-49.0#4.1601558967458585#1
0000 0024 2000 0000 0000 0000#1635662793910380#-41.0#1.6812429435226628#1
0000 0022 2000 0000 0000 0000#1635662793911726#-42.5#2.662990647769473#1
0000 0029 2000 0000 0000 0000#1635662793912806#-45.0#2.3009711818284617#1
0000 0028 2000 0000 0000 0000#1635662793913919#-42.5#2.12916533358527#1
0000 0027 2000 0000 0000 0000#1635662793915280#-41.5#1.5830681730979816#1
0000 0026 2000 0000 0000 0000#1635662793916564#-36.5#1.3560390164909069#1
0000 001F 2000 0000 0000 0000#1635662793918025#-45.0#3.54042765844006#1
0000 0021 2000 0000 0000 0000#1635662793919074#-41.0#2.5280003384355365#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662793920170#-63.0#3.5465635815916023#1
0000 002C 2000 0000 0000 0000#1635662793921463#-50.0#3.5465635815916023#1
0000 002A 2000 0000 0000 0000#1635662793922485#-48.0#2.442097414313941#1
0000 002B 2000 0000 0000 0000#1635662793923581#-49.0#3.08636934522591#1
0000 0027 2000 0000 0000 0000#1635662793932296#-41.5#1.576932249946439#1
0000 0020 2000 0000 0000 0000#1635662793933559#-41.0#2.5954954931025047#1
0000 0022 2000 0000 0000 0000#1635662793934664#-42.0#2.6445828783148455#1
0000 0024 2000 0000 0000 0000#1635662793935675#-41.0#1.6566992509164924#1
0000 0029 2000 0000 0000 0000#1635662793938201#-45.0#2.2641556429192065#1
0000 0021 2000 0000 0000 0000#1635662793939193#-41.0#2.521864415283994#1
0000 0026 2000 0000 0000 0000#1635662793940531#-36.5#1.3437671701878218#1
0000 002B 2000 0000 0000 0000#1635662793943337#-49.5#3.117048960983623#1
0000 0028 2000 0000 0000 0000#1635662793944875#-42.5#2.098485717827557#1
0000 0025 2000 0000 0000 0000#1635662793946402#-40.0#1.6689710972195777#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662793947725#-62.5#3.4913402732277192#1
0000 0023 2000 0000 0000 0000#1635662793948797#-43.0#1.7732817907958012#1
0000 001F 2000 0000 0000 0000#1635662793950955#-45.0#3.552699504743145#1
0000 002A 2000 0000 0000 0000#1635662793952589#-48.0#2.429825568010856#1
0000 002C 2000 0000 0000 0000#1635662793953968#-50.0#3.552699504743145#1
0000 001E 2000 0000 0000 0000#1635662793955337#-48.5#4.147884050442774#1
0000 0026 2000 0000 0000 0000#1635662793960581#-36.5#1.368310862793992#1
0000 0025 2000 0000 0000 0000#1635662793961939#-40.0#1.6873788666742053#1
0000 002A 2000 0000 0000 0000#1635662793963947#-48.0#2.454369260617026#1
0000 001F 2000 0000 0000 0000#1635662793965063#-45.0#3.56497135104623#1
0000 002C 2000 0000 0000 0000#1635662793966843#-50.0#3.5342917352885173#1
0000 0029 2000 0000 0000 0000#1635662793967955#-45.0#2.270291566070749#1
0000 002B 2000 0000 0000 0000#1635662793969262#-49.5#3.098641191528995#1
0000 0024 2000 0000 0000 0000#1635662793970573#-40.5#1.6689710972195777#1
0000 0027 2000 0000 0000 0000#1635662793972876#-41.0#1.5830681730979816#1
0000 0022 2000 0000 0000 0000#1635662793974492#-42.0#2.675262494072558#1
0000 0028 2000 0000 0000 0000#1635662793975588#-42.5#2.110757564130642#1
0000 0021 2000 0000 0000 0000#1635662793976723#-41.0#2.521864415283994#1
0000 0023 2000 0000 0000 0000#1635662793977795#-43.0#1.7794177139473437#1
0000 0020 2000 0000 0000 0000#1635662793978875#-41.0#2.5954954931025047#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662793981640#-62.5#3.5711072741977725#1
3008 33B2 DDD9 0140 2018 0626#1635662793983212#-60.0#1.3192234775816514#1
0000 001E 2000 0000 0000 0000#1635662793984225#-48.5#4.172427743048944#1
0000 002C 2000 0000 0000 0000#1635662793991267#-50.0#3.509748042682347#1
0000 002B 2000 0000 0000 0000#1635662793992832#-49.5#3.08636934522591#1
0000 001E 2000 0000 0000 0000#1635662793994487#-48.5#4.178563666200486#1
0000 0023 2000 0000 0000 0000#1635662793995887#-43.0#1.7916895602504288#1
3008 33B2 DDD9 0140 2018 0626#1635662793997007#-60.5#1.3008157081270237#1
0000 0022 2000 0000 0000 0000#1635662793998322#-42.0#2.6691265709210157#1
0000 0026 2000 0000 0000 0000#1635662793999419#-36.0#1.3744467859455345#1
0000 0027 2000 0000 0000 0000#1635662794000481#-41.0#1.6137477888556946#1
0000 0028 2000 0000 0000 0000#1635662794001836#-42.5#2.116893487282185#1
0000 0024 2000 0000 0000 0000#1635662794005297#-40.5#1.6812429435226628#1
0000 0025 2000 0000 0000 0000#1635662794006439#-40.0#1.7241944055834606#1
0000 001F 2000 0000 0000 0000#1635662794007748#-44.5#3.5772431973493153#1
0000 0021 2000 0000 0000 0000#1635662794008855#-41.0#2.5402721847386216#1
0000 002A 2000 0000 0000 0000#1635662794010531#-48.0#2.399145952253143#1
0000 0029 2000 0000 0000 0000#1635662794011957#-45.0#2.2641556429192065#1
0000 0020 2000 0000 0000 0000#1635662794013521#-41.0#2.6139032625571326#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662794014930#-62.5#3.5956509668039427#1
0000 0027 2000 0000 0000 0000#1635662794019841#-41.0#1.6260196351587797#1
0000 0025 2000 0000 0000 0000#1635662794021025#-39.5#1.748738098189631#1
0000 0026 2000 0000 0000 0000#1635662794023600#-36.0#1.3989904785517047#1
0000 0022 2000 0000 0000 0000#1635662794024901#-41.5#2.693670263527186#1
0000 0028 2000 0000 0000 0000#1635662794025926#-42.5#2.1353012567368124#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662794030119#-62.5#3.6324665057131984#1
0000 001F 2000 0000 0000 0000#1635662794031879#-45.0#3.5895150436524004#1
0000 0029 2000 0000 0000 0000#1635662794032979#-45.0#2.2457478734645786#1
0000 0021 2000 0000 0000 0000#1635662794034042#-41.0#2.552544031041707#1
0000 001E 2000 0000 0000 0000#1635662794035603#-49.0#4.196971435655114#1
0000 0023 2000 0000 0000 0000#1635662794038282#-43.0#1.859184714917397#1
0000 0020 2000 0000 0000 0000#1635662794039319#-41.0#2.6200391857086753#1
0000 002A 2000 0000 0000 0000#1635662794040370#-48.0#2.399145952253143#1
0000 002C 2000 0000 0000 0000#1635662794041679#-49.5#3.4606606574700063#1
0000 0024 2000 0000 0000 0000#1635662794042792#-40.5#1.7119225592803755#1
0000 002B 2000 0000 0000 0000#1635662794043830#-49.0#3.06182565261974#1
0000 002B 2000 0000 0000 0000#1635662794049681#-48.5#3.074097498922825#1
0000 001F 2000 0000 0000 0000#1635662794050737#-45.0#3.6263305825616556#1
0000 0029 2000 0000 0000 0000#1635662794052648#-45.0#2.2764274892222915#1
0000 002A 2000 0000 0000 0000#1635662794053975#-48.0#2.3746022596469727#1
0000 0026 2000 0000 0000 0000#1635662794055547#-36.0#1.4787574795217582#1
0000 0025 2000 0000 0000 0000#1635662794056646#-40.0#1.7978254834019713#1
0000 0024 2000 0000 0000 0000#1635662794060079#-40.5#1.736466251886546#1
0000 001E 2000 0000 0000 0000#1635662794061640#-48.5#4.221515128261284#1
0000 0023 2000 0000 0000 0000#1635662794062713#-43.0#1.8775924843720249#1
0000 0028 2000 0000 0000 0000#1635662794063752#-42.5#2.1966604882522383#1
0000 0027 2000 0000 0000 0000#1635662794065076#-40.5#1.6996507129772904#1
0000 0020 2000 0000 0000 0000#1635662794068511#-41.0#2.662990647769473#1
0000 0022 2000 0000 0000 0000#1635662794069915#-41.0#2.7550294950426117#1
0000 0021 2000 0000 0000 0000#1635662794071022#-41.0#2.6261751088602177#1
0000 002C 2000 0000 0000 0000#1635662794072447#-49.5#3.448388811166921#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662794073873#-61.5#3.761320891895592#1
0000 0026 2000 0000 0000 0000#1635662794078063#-36.5#1.5278448647340985#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662794079161#-61.5#3.7981364308048478#1
0000 001E 2000 0000 0000 0000#1635662794080230#-48.5#4.270602513473625#1
0000 002A 2000 0000 0000 0000#1635662794081507#-47.5#2.405281875404685#1
0000 0024 2000 0000 0000 0000#1635662794082819#-40.0#1.7794177139473437#1
0000 002C 2000 0000 0000 0000#1635662794083901#-49.0#3.5036121195308043#1
0000 0028 2000 0000 0000 0000#1635662794086943#-42.5#2.2580197197676637#1
0000 001F 2000 0000 0000 0000#1635662794088002#-45.0#3.730641276137879#1
0000 0022 2000 0000 0000 0000#1635662794089032#-41.0#2.779573187648782#1
0000 002B 2000 0000 0000 0000#1635662794090115#-48.5#3.129320807286708#1
0000 0027 2000 0000 0000 0000#1635662794092143#-40.0#1.736466251886546#1
0000 0023 2000 0000 0000 0000#1635662794093273#-42.5#1.9205439464328227#1
0000 0025 2000 0000 0000 0000#1635662794094373#-39.5#1.88986433067511#1
0000 0020 2000 0000 0000 0000#1635662794095909#-41.0#2.724349879284899#1
0000 0029 2000 0000 0000 0000#1635662794097888#-44.5#2.3623304133438876#1
0000 0021 2000 0000 0000 0000#1635662794101760#-41.0#2.6813984172241008#1
3008 33B2 DDD9 0140 2018 0626#1635662794103065#-57.0#6.234097921967246#1
0000 001F 2000 0000 0000 0000#1635662794107563#-45.0#3.77972866135022#1
0000 0024 2000 0000 0000 0000#1635662794110733#-40.0#1.8100973297050567#1
0000 0023 2000 0000 0000 0000#1635662794111792#-43.0#1.945087639038993#1
0000 002A 2000 0000 0000 0000#1635662794113317#-47.0#2.466641106920111#1
0000 002C 2000 0000 0000 0000#1635662794114583#-48.5#3.5711072741977725#1
0000 0028 2000 0000 0000 0000#1635662794115622#-42.0#2.313243028131547#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662794116706#-61.5#3.785864584501762#1
0000 0026 2000 0000 0000 0000#1635662794117740#-35.5#1.6014759425526093#1
0000 0025 2000 0000 0000 0000#1635662794118814#-39.0#1.9205439464328227#1
0000 0027 2000 0000 0000 0000#1635662794120137#-39.5#1.8039614065535141#1
0000 002B 2000 0000 0000 0000#1635662794121332#-48.0#3.1661363461959633#1
0000 001E 2000 0000 0000 0000#1635662794122686#-49.0#4.381049130201391#1
0000 0029 2000 0000 0000 0000#1635662794123782#-44.0#2.405281875404685#1
0000 0021 2000 0000 0000 0000#1635662794126023#-41.0#2.742757648739526#1
0000 0020 2000 0000 0000 0000#1635662794127060#-41.0#2.791845033951867#1
0000 0022 2000 0000 0000 0000#1635662794128389#-41.0#2.84706834231575#1
3008 33B2 DDD9 0140 2018 0626#1635662794129881#-56.5#0.04295146206079795#1
0000 002B 2000 0000 0000 0000#1635662794133813#-47.5#3.2581751934691017#1
0000 0025 2000 0000 0000 0000#1635662794135111#-39.0#1.9634954084936207#1
3008 33B2 DDD9 0140 2018 0626#1635662794136653#-56.0#1.7671458676442586#1
0000 0029 2000 0000 0000 0000#1635662794137737#-43.5#2.4605051837685683#1
0000 0026 2000 0000 0000 0000#1635662794139730#-35.0#1.6689710972195777#1
0000 002A 2000 0000 0000 0000#1635662794141320#-46.0#2.5341362615870793#1
0000 0024 2000 0000 0000 0000#1635662794142387#-39.5#1.8960002538266525#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662794143656#-61.0#3.8963112012295285#1
0000 0027 2000 0000 0000 0000#1635662794144733#-39.5#1.8775924843720249#1
0000 0028 2000 0000 0000 0000#1635662794146078#-42.0#2.3930100291016#1
3008 33B2 DDD9 0140 2018 0626#1635662794147882#-56.5#6.22182607566416#1
0000 0020 2000 0000 0000 0000#1635662794149218#-41.0#2.8532042654672924#1
0000 0023 2000 0000 0000 0000#1635662794150319#-42.0#2.030990563160589#1
0000 0021 2000 0000 0000 0000#1635662794151866#-40.5#2.791845033951867#1
0000 001F 2000 0000 0000 0000#1635662794153810#-45.0#3.9576704327449543#1
0000 001E 2000 0000 0000 0000#1635662794155195#-49.0#4.528311285838413#1
0000 0022 2000 0000 0000 0000#1635662794157147#-41.0#2.9022916506796332#1
0000 002C 2000 0000 0000 0000#1635662794158456#-47.5#3.7981364308048478#1
0000 0027 2000 0000 0000 0000#1635662794163846#-39.0#1.902136176978195#1
0000 0022 2000 0000 0000 0000#1635662794165173#-41.0#2.9391071895888885#1
0000 0028 2000 0000 0000 0000#1635662794166500#-41.0#2.466641106920111#1
0000 0023 2000 0000 0000 0000#1635662794167858#-42.0#2.0800779483729293#1
0000 0021 2000 0000 0000 0000#1635662794170118#-40.5#2.859340188618835#1
0000 0025 2000 0000 0000 0000#1635662794171204#-38.5#2.043262409463674#1
3008 33B2 DDD9 0140 2018 0626#1635662794173879#-56.5#0.15339807878856412#1
0000 0026 2000 0000 0000 0000#1635662794175929#-34.0#1.7794177139473437#1
0000 002A 2000 0000 0000 0000#1635662794177761#-45.0#2.6568547246179306#1
0000 002B 2000 0000 0000 0000#1635662794180220#-46.5#3.411573272257666#1
0000 0029 2000 0000 0000 0000#1635662794182014#-42.5#2.5832236467994196#1
0000 001F 2000 0000 0000 0000#1635662794183132#-45.0#4.037437433715008#1
0000 0020 2000 0000 0000 0000#1635662794185195#-41.0#2.9697868053466014#1
0000 0024 2000 0000 0000 0000#1635662794186749#-38.5#1.9819031779482483#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662794188410#-60.0#4.04357335686655#1
0000 001E 2000 0000 0000 0000#1635662794189478#-49.5#4.638757902566179#1
0000 002C 2000 0000 0000 0000#1635662794191470#-47.0#3.9453985864418692#1
0000 0024 2000 0000 0000 0000#1635662794196962#-39.0#2.024854640009046#1
0000 002A 2000 0000 0000 0000#1635662794198051#-45.0#2.742757648739526#1
0000 0021 2000 0000 0000 0000#1635662794199089#-40.5#2.945243112740431#1
0000 0027 2000 0000 0000 0000#1635662794200126#-38.5#2.024854640009046#1
0000 002C 2000 0000 0000 0000#1635662794202362#-47.0#3.988350048502667#1
0000 0025 2000 0000 0000 0000#1635662794203419#-38.0#2.12916533358527#1
0000 0028 2000 0000 0000 0000#1635662794204458#-40.5#2.5770877236478773#1
0000 0023 2000 0000 0000 0000#1635662794205545#-42.0#2.172116795646068#1
0000 0022 2000 0000 0000 0000#1635662794206588#-40.5#3.0495538063166547#1
0000 0029 2000 0000 0000 0000#1635662794207686#-42.0#2.7120780329818137#1
0000 0026 2000 0000 0000 0000#1635662794208984#-33.5#1.8775924843720249#1
3008 33B2 DDD9 0140 2018 0626#1635662794210530#-56.5#0.28838838812250056#1
0000 0020 2000 0000 0000 0000#1635662794213046#-41.0#3.074097498922825#1
0000 001E 2000 0000 0000 0000#1635662794214118#-49.5#4.73693267299086#1
0000 002B 2000 0000 0000 0000#1635662794215444#-45.5#3.5281558121369745#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662794218736#-60.5#3.9453985864418692#1
0000 001F 2000 0000 0000 0000#1635662794219780#-45.0#4.2092432819582#1
0000 0026 2000 0000 0000 0000#1635662794226375#-33.5#1.9144080232812801#1
0000 0021 2000 0000 0000 0000#1635662794227440#-40.5#3.0372819600135696#1
0000 0027 2000 0000 0000 0000#1635662794228762#-38.0#2.055534255766759#1
0000 0023 2000 0000 0000 0000#1635662794229835#-41.5#2.2334760271614935#1
0000 002C 2000 0000 0000 0000#1635662794231200#-46.0#4.135612204139688#1
0000 0029 2000 0000 0000 0000#1635662794232284#-41.5#2.7550294950426117#1
0000 0025 2000 0000 0000 0000#1635662794234124#-38.0#2.2457478734645786#1
0000 001F 2000 0000 0000 0000#1635662794236123#-44.5#4.25833066717054#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662794237506#-61.0#4.0128937411088375#1
0000 002A 2000 0000 0000 0000#1635662794238583#-44.0#2.9022916506796332#1
0000 0020 2000 0000 0000 0000#1635662794240119#-41.0#3.1784081924990484#1
0000 0022 2000 0000 0000 0000#1635662794241193#-40.5#3.141592653589793#1
0000 001E 2000 0000 0000 0000#1635662794242731#-49.5#4.8351074434155406#1
0000 0028 2000 0000 0000 0000#1635662794244040#-40.0#2.705942109830271#1
0000 0024 2000 0000 0000 0000#1635662794245067#-38.5#2.1598449493429825#1
0000 002B 2000 0000 0000 0000#1635662794246136#-45.0#3.6754179677739964#1
3008 33B2 DDD9 0140 2018 0626#1635662794247357#-56.5#0.2945243112740431#1
0000 0024 2000 0000 0000 0000#1635662794257293#-38.0#2.172116795646068#1
0000 002A 2000 0000 0000 0000#1635662794258344#-43.5#2.9329712664373457#1
0000 0027 2000 0000 0000 0000#1635662794259381#-38.0#2.1537090261914402#1
0000 0028 2000 0000 0000 0000#1635662794260648#-39.5#2.6998061866787286#1
0000 0021 2000 0000 0000 0000#1635662794261996#-40.5#3.160000423044421#1
0000 0026 2000 0000 0000 0000#1635662794264657#-33.0#2.024854640009046#1
0000 0025 2000 0000 0000 0000#1635662794265955#-38.0#2.313243028131547#1
3008 33B2 DDD9 0140 2018 0626#1635662794267062#-56.0#0.4356505437595221#1
0000 0029 2000 0000 0000 0000#1635662794268466#-41.0#2.8838838812250054#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662794269746#-60.5#3.7981364308048478#1
0000 002C 2000 0000 0000 0000#1635662794271041#-45.5#4.28287435977671#1
0000 0023 2000 0000 0000 0000#1635662794272071#-41.5#2.3746022596469727#1
0000 002B 2000 0000 0000 0000#1635662794273140#-45.0#3.730641276137879#1
0000 0022 2000 0000 0000 0000#1635662794274328#-40.5#3.2397674240144743#1
0000 0020 2000 0000 0000 0000#1635662794275380#-41.0#3.2827188860752723#1
0000 001F 2000 0000 0000 0000#1635662794277691#-44.5#4.399456899656019#1
0000 001E 2000 0000 0000 0000#1635662794278887#-49.5#4.970097752749477#1
0000 0023 2000 0000 0000 0000#1635662794282843#-41.5#2.380738182798515#1
FFFF FFFF FFFF FFFF FFFF FFFF#1635662794285506#-60.5#4.006757817957295#1
0000 0022 2000 0000 0000 0000#1635662794287049#-40.5#3.2704470397721868#1
0000 0028 2000 0000 0000 0000#1635662794288161#-39.0#2.7857091108003242#1
0000 0026 2000 0000 0000 0000#1635662794290540#-32.5#2.086213871524472#1
0000 001E 2000 0000 0000 0000#1635662794292950#-49.5#5.043728830567988#1
0000 002A 2000 0000 0000 0000#1635662794294043#-43.5#3.067961575771282#1
0000 0024 2000 0000 0000 0000#1635662794296333#-38.0#2.2948352586769194#1
0000 0027 2000 0000 0000 0000#1635662794297684#-38.0#2.2764274892222915#1
0000 001F 2000 0000 0000 0000#1635662794298988#-45.0#4.485359823777615#1
0000 002B 2000 0000 0000 0000#1635662794300098#-44.5#3.834951969714103#1
0000 002C 2000 0000 0000 0000#1635662794301223#-45.0#4.381049130201391#1
0000 0029 2000 0000 0000 0000#1635662794303794#-41.0#2.9820586516496865#1
0000 0025 2000 0000 0000 0000#1635662794304865#-37.5#2.429825568010856#1
0000 0021 2000 0000 0000 0000#1635662794309193#-40.0#3.11091303783208#1
0000 0020 2000 0000 0000 0000#1635662794313071#-40.5#3.380893656499953#1
0000 0026 2000 0000 0000 0000#1635662794320316#-32.5#2.2457478734645786#1
0000 0025 2000 0000 0000 0000#1635662794321362#-37.0#2.6384469551633027#1
