FFFF FFFF FFFF FFFF FFFF FFFF#1626597746278805#-68.0#0.018407769454627694#9
0000 002D 2000 0000 0000 0000#1626597749470798#-47.0#4.246058820867455#9
0000 002E 2000 0000 0000 0000#1626597749471867#-44.5#4.037437433715008#9
0000 003B 2000 0000 0000 0000#1626597749474160#-40.5#3.718369429834794#9
0000 0032 2000 0000 0000 0000#1626597749476005#-41.0#2.8532042654672924#9
0000 0037 2000 0000 0000 0000#1626597749478637#-47.0#0.803805932852076#9
0000 0035 2000 0000 0000 0000#1626597749480754#-43.5#1.6566992509164924#9
0000 0034 2000 0000 0000 0000#1626597749481924#-41.0#2.1782527187976104#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597749483247#-67.5#5.080544369477243#9
0000 0036 2000 0000 0000 0000#1626597749484312#-45.0#1.576932249946439#9
0000 0033 2000 0000 0000 0000#1626597749757068#-39.0#4.319689898685965#9
0000 003B 2000 0000 0000 0000#1626597749758192#-39.5#5.8045833013592665#9
0000 003A 2000 0000 0000 0000#1626597749759243#-33.5#5.927301764390117#9
0000 0032 2000 0000 0000 0000#1626597749760291#-39.0#4.534447208989955#9
0000 0037 2000 0000 0000 0000#1626597749765518#-42.5#2.6568547246179306#9
0000 002E 2000 0000 0000 0000#1626597749767678#-43.5#5.460971604872882#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597749769154#-69.0#0.47860200582032003#9
0000 0036 2000 0000 0000 0000#1626597749770201#-41.5#3.313398501832985#9
0000 0030 2000 0000 0000 0000#1626597749771784#-41.0#5.135767677841127#9
0000 0039 2000 0000 0000 0000#1626597749772810#-40.5#1.1290098598838318#9
0000 0035 2000 0000 0000 0000#1626597749774113#-40.5#3.423845118560751#9
0000 002D 2000 0000 0000 0000#1626597749776110#-46.0#5.608233760509904#9
0000 0031 2000 0000 0000 0000#1626597749777176#-39.5#4.700117134081604#9
0000 0038 2000 0000 0000 0000#1626597749778713#-42.5#2.1353012567368124#9
0000 0034 2000 0000 0000 0000#1626597749779746#-40.5#3.9208548938356986#9
0000 002F 2000 0000 0000 0000#1626597749780823#-42.5#5.283029833478148#9
0000 0035 2000 0000 0000 0000#1626597749787315#-40.0#3.454524734318464#9
0000 0032 2000 0000 0000 0000#1626597749788633#-39.0#4.589670517353839#9
0000 002D 2000 0000 0000 0000#1626597749789927#-46.0#5.638913376267617#9
0000 003B 2000 0000 0000 0000#1626597749790953#-39.0#5.939573610693203#9
0000 002F 2000 0000 0000 0000#1626597749792046#-42.5#5.295301679781233#9
0000 0034 2000 0000 0000 0000#1626597749793322#-40.0#3.9453985864418692#9
0000 002E 2000 0000 0000 0000#1626597749794389#-43.5#5.491651220630596#9
0000 0038 2000 0000 0000 0000#1626597749796167#-42.5#2.1966604882522383#9
0000 003A 2000 0000 0000 0000#1626597749797530#-33.5#6.080699843178682#9
0000 0031 2000 0000 0000 0000#1626597749799108#-39.5#4.724660826687775#9
0000 0037 2000 0000 0000 0000#1626597749800216#-42.0#2.736621725587984#9
0000 0033 2000 0000 0000 0000#1626597749801373#-38.0#4.3933209765044765#9
0000 0039 2000 0000 0000 0000#1626597749802470#-40.0#1.239456476611598#9
0000 0030 2000 0000 0000 0000#1626597749804524#-41.0#5.184855063053467#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597749805801#-68.5#0.4172427743048944#9
0000 0036 2000 0000 0000 0000#1626597749809059#-41.0#3.380893656499953#9
0000 0031 2000 0000 0000 0000#1626597750075129#-38.0#4.95168998329485#9
0000 003B 2000 0000 0000 0000#1626597750076409#-38.5#0.6749515466696822#9
0000 0038 2000 0000 0000 0000#1626597750077464#-39.0#2.6691265709210157#9
0000 0035 2000 0000 0000 0000#1626597750078512#-38.5#3.77972866135022#9
0000 003A 2000 0000 0000 0000#1626597750079615#-32.0#0.7485826244881929#9
0000 0036 2000 0000 0000 0000#1626597750081660#-39.0#3.6999616603801666#9
0000 002F 2000 0000 0000 0000#1626597750083901#-42.0#5.436427912266712#9
0000 0033 2000 0000 0000 0000#1626597750085435#-38.5#4.669437518323892#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597750086429#-68.5#0.1043106935762236#9
0000 0037 2000 0000 0000 0000#1626597750087703#-40.5#3.1784081924990484#9
0000 0032 2000 0000 0000 0000#1626597750088766#-38.0#4.865787059173254#9
0000 0034 2000 0000 0000 0000#1626597750090378#-37.5#4.270602513473625#9
0000 002E 2000 0000 0000 0000#1626597750092046#-42.5#5.534602682691394#9
0000 002D 2000 0000 0000 0000#1626597750094470#-45.5#5.64504929941916#9
0000 0039 2000 0000 0000 0000#1626597750108026#-37.5#1.6260196351587797#9
0000 0030 2000 0000 0000 0000#1626597750109113#-40.0#4.9823695990525625#9
0000 002F 2000 0000 0000 0000#1626597750112007#-41.5#5.0682725231741586#9
0000 0034 2000 0000 0000 0000#1626597750113817#-38.5#3.9208548938356986#9
0000 0030 2000 0000 0000 0000#1626597750115471#-40.0#4.9823695990525625#9
0000 0038 2000 0000 0000 0000#1626597750116510#-39.0#2.356194490192345#9
0000 0039 2000 0000 0000 0000#1626597750117581#-37.0#1.6382914814618648#9
0000 0031 2000 0000 0000 0000#1626597750118888#-38.5#4.608078286808466#9
0000 0033 2000 0000 0000 0000#1626597750120191#-37.5#4.3074180523828804#9
0000 0036 2000 0000 0000 0000#1626597750121470#-39.0#3.356349963893783#9
0000 003B 2000 0000 0000 0000#1626597750122819#-38.0#0.4479223900626072#9
0000 0035 2000 0000 0000 0000#1626597750123870#-37.5#3.454524734318464#9
0000 003A 2000 0000 0000 0000#1626597750125196#-31.0#0.4970097752749477#9
0000 002E 2000 0000 0000 0000#1626597750126824#-42.5#5.166447293598839#9
0000 0037 2000 0000 0000 0000#1626597750127875#-39.0#2.791845033951867#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597750128954#-69.0#5.620505606812989#9
0000 0032 2000 0000 0000 0000#1626597750131310#-37.5#4.4976316700806995#9
0000 002D 2000 0000 0000 0000#1626597750133190#-45.5#5.258486140871978#9
0000 0036 2000 0000 0000 0000#1626597750399709#-37.5#4.04357335686655#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597750401260#-68.5#5.730952223540755#9
0000 0034 2000 0000 0000 0000#1626597750402294#-36.5#4.589670517353839#9
0000 003B 2000 0000 0000 0000#1626597750403330#-35.5#1.6812429435226628#9
0000 0037 2000 0000 0000 0000#1626597750405067#-37.0#3.5342917352885173#9
0000 0030 2000 0000 0000 0000#1626597750406134#-40.0#5.460971604872882#9
0000 0033 2000 0000 0000 0000#1626597750407469#-36.5#4.970097752749477#9
0000 0031 2000 0000 0000 0000#1626597750409987#-37.0#5.154175447295755#9
0000 002E 2000 0000 0000 0000#1626597750411071#-42.5#5.497787143782138#9
0000 003A 2000 0000 0000 0000#1626597750412106#-28.5#1.6444274046134073#9
0000 0035 2000 0000 0000 0000#1626597750413169#-36.5#4.147884050442774#9
0000 0038 2000 0000 0000 0000#1626597750414217#-36.5#3.172272269347506#9
0000 002F 2000 0000 0000 0000#1626597750417039#-41.5#5.522330836388308#9
0000 0032 2000 0000 0000 0000#1626597750420675#-36.5#5.111223985234957#9
0000 002D 2000 0000 0000 0000#1626597750421700#-46.0#5.5714182216006485#9
0000 0039 2000 0000 0000 0000#1626597750422993#-33.5#2.5709518004963345#9
0000 0032 2000 0000 0000 0000#1626597750427202#-37.0#5.117359908386499#9
0000 0033 2000 0000 0000 0000#1626597750429544#-36.5#4.988505522204105#9
0000 0030 2000 0000 0000 0000#1626597750431113#-40.0#5.491651220630596#9
0000 002F 2000 0000 0000 0000#1626597750432408#-41.5#5.534602682691394#9
0000 002D 2000 0000 0000 0000#1626597750434247#-45.5#5.553010452146021#9
0000 0034 2000 0000 0000 0000#1626597750436121#-36.5#4.626486056263094#9
0000 002E 2000 0000 0000 0000#1626597750437431#-42.5#5.522330836388308#9
0000 0031 2000 0000 0000 0000#1626597750438628#-37.0#5.184855063053467#9
0000 0036 2000 0000 0000 0000#1626597750439707#-37.0#4.086524818927348#9
0000 0038 2000 0000 0000 0000#1626597750440787#-36.0#3.2336315008629315#9
0000 0037 2000 0000 0000 0000#1626597750442081#-37.0#3.5956509668039427#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597750443173#-68.0#5.921165841238575#9
0000 003B 2000 0000 0000 0000#1626597750444225#-35.0#1.8223691760081417#9
0000 003A 2000 0000 0000 0000#1626597750445232#-28.0#1.7426021750380885#9
0000 0039 2000 0000 0000 0000#1626597750446669#-33.5#2.6261751088602177#9
0000 0035 2000 0000 0000 0000#1626597750448574#-36.0#4.196971435655114#9
0000 002F 2000 0000 0000 0000#1626597750719781#-42.0#5.270757987175063#9
0000 0032 2000 0000 0000 0000#1626597750722595#-37.5#5.049864753719531#9
0000 0030 2000 0000 0000 0000#1626597750723665#-40.5#5.2768939103266055#9
0000 0036 2000 0000 0000 0000#1626597750726104#-37.0#4.135612204139688#9
0000 0031 2000 0000 0000 0000#1626597750727512#-37.5#5.080544369477243#9
0000 0039 2000 0000 0000 0000#1626597750728826#-32.0#2.8286605728611223#9
0000 003A 2000 0000 0000 0000#1626597750729984#-25.0#2.12916533358527#9
0000 0035 2000 0000 0000 0000#1626597750731673#-36.0#4.227651051412827#9
0000 0034 2000 0000 0000 0000#1626597750732807#-37.0#4.663301595172349#9
0000 0038 2000 0000 0000 0000#1626597750733888#-34.5#3.368621810196868#9
0000 0037 2000 0000 0000 0000#1626597750735451#-36.0#3.6815538909255388#9
0000 0033 2000 0000 0000 0000#1626597750736694#-36.0#4.9823695990525625#9
0000 002D 2000 0000 0000 0000#1626597750737761#-46.5#5.092816215780329#9
0000 003B 2000 0000 0000 0000#1626597750739070#-33.5#2.3623304133438876#9
0000 002E 2000 0000 0000 0000#1626597750740562#-43.0#5.135767677841127#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597750741727#-69.5#5.301437602932776#9
0000 002E 2000 0000 0000 0000#1626597750746117#-43.0#5.141903600992669#9
0000 003B 2000 0000 0000 0000#1626597750747254#-33.5#2.3746022596469727#9
0000 002F 2000 0000 0000 0000#1626597750748808#-42.0#5.264622064023521#9
0000 0039 2000 0000 0000 0000#1626597750750118#-32.0#2.8777479580734626#9
0000 0038 2000 0000 0000 0000#1626597750751427#-34.5#3.393165502803038#9
0000 003A 2000 0000 0000 0000#1626597750752786#-26.5#2.2027964114037806#9
0000 0031 2000 0000 0000 0000#1626597750756961#-37.5#5.092816215780329#9
0000 0032 2000 0000 0000 0000#1626597750758310#-37.0#5.0682725231741586#9
0000 0033 2000 0000 0000 0000#1626597750759359#-37.0#5.00077736850719#9
0000 0035 2000 0000 0000 0000#1626597750760891#-36.0#4.25833066717054#9
0000 0036 2000 0000 0000 0000#1626597750762782#-37.0#4.178563666200486#9
0000 0034 2000 0000 0000 0000#1626597750764099#-37.0#4.675573441475434#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597750766990#-68.0#5.178719139901925#9
0000 0037 2000 0000 0000 0000#1626597750768438#-36.0#3.730641276137879#9
0000 0030 2000 0000 0000 0000#1626597750770093#-40.5#5.2768939103266055#9
0000 002D 2000 0000 0000 0000#1626597750771560#-46.5#5.056000676871073#9
0000 0038 2000 0000 0000 0000#1626597751035166#-34.0#4.663301595172349#9
0000 003A 2000 0000 0000 0000#1626597751036225#-25.5#3.6692820446224537#9
0000 002F 2000 0000 0000 0000#1626597751037760#-43.5#5.896622148632405#9
0000 0037 2000 0000 0000 0000#1626597751039576#-36.0#4.871922982324796#9
0000 002D 2000 0000 0000 0000#1626597751040660#-48.5#5.534602682691394#9
0000 0032 2000 0000 0000 0000#1626597751041765#-38.5#5.896622148632405#9
0000 0035 2000 0000 0000 0000#1626597751043113#-36.0#5.264622064023521#9
0000 0030 2000 0000 0000 0000#1626597751044199#-42.0#5.970253226450915#9
0000 0034 2000 0000 0000 0000#1626597751045988#-37.5#5.602097837358362#9
0000 0033 2000 0000 0000 0000#1626597751047306#-38.0#5.884350302329319#9
0000 0031 2000 0000 0000 0000#1626597751049340#-39.0#5.853670686571607#9
0000 0036 2000 0000 0000 0000#1626597751050888#-36.5#5.227806525114265#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597751053016#-68.5#0.3190680038802134#9
0000 0039 2000 0000 0000 0000#1626597751054055#-31.0#4.276738436625168#9
0000 002E 2000 0000 0000 0000#1626597751056621#-45.0#5.64504929941916#9
0000 003B 2000 0000 0000 0000#1626597751060838#-32.5#4.037437433715008#9
0000 003B 2000 0000 0000 0000#1626597751066951#-32.5#4.049709280018092#9
0000 0034 2000 0000 0000 0000#1626597751068013#-37.5#5.602097837358362#9
0000 0030 2000 0000 0000 0000#1626597751069027#-42.0#5.927301764390117#9
0000 0033 2000 0000 0000 0000#1626597751070622#-38.5#5.878214379177777#9
0000 0035 2000 0000 0000 0000#1626597751071657#-36.0#5.270757987175063#9
0000 0036 2000 0000 0000 0000#1626597751073148#-36.5#5.240078371417351#9
0000 0039 2000 0000 0000 0000#1626597751074458#-31.0#4.319689898685965#9
0000 003A 2000 0000 0000 0000#1626597751075548#-26.0#3.736777199289422#9
0000 0037 2000 0000 0000 0000#1626597751076638#-35.5#4.902602598082509#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597751078305#-69.5#0.15339807878856412#9
0000 0032 2000 0000 0000 0000#1626597751079365#-39.0#5.872078456026235#9
0000 0031 2000 0000 0000 0000#1626597751080430#-39.0#5.835262917116979#9
0000 002F 2000 0000 0000 0000#1626597751081537#-43.5#5.859806609723149#9
0000 002D 2000 0000 0000 0000#1626597751082589#-49.0#5.45483568172134#9
0000 002E 2000 0000 0000 0000#1626597751083670#-45.0#5.608233760509904#9
0000 0038 2000 0000 0000 0000#1626597751084739#-34.0#4.706253057233147#9
0000 0036 2000 0000 0000 0000#1626597751350247#-37.5#4.76147636559703#9
0000 003A 2000 0000 0000 0000#1626597751351667#-26.0#3.54042765844006#9
0000 003B 2000 0000 0000 0000#1626597751353014#-33.0#3.9760782021995817#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597751354563#-69.5#5.632777453116074#9
0000 0038 2000 0000 0000 0000#1626597751355642#-33.5#4.362641360746763#9
0000 002D 2000 0000 0000 0000#1626597751356973#-50.5#4.442408361716817#9
0000 0032 2000 0000 0000 0000#1626597751359045#-40.0#5.086680292628786#9
0000 0037 2000 0000 0000 0000#1626597751360068#-35.5#4.509903516383785#9
0000 0033 2000 0000 0000 0000#1626597751361141#-39.5#5.166447293598839#9
0000 0035 2000 0000 0000 0000#1626597751362801#-37.0#4.749204519293945#9
0000 0031 2000 0000 0000 0000#1626597751363856#-41.0#5.013049214810275#9
0000 0030 2000 0000 0000 0000#1626597751364970#-43.5#5.0253210611133605#9
0000 0034 2000 0000 0000 0000#1626597751365990#-38.0#4.970097752749477#9
0000 0039 2000 0000 0000 0000#1626597751367058#-32.0#4.0558452031696355#9
0000 002F 2000 0000 0000 0000#1626597751368150#-45.0#4.902602598082509#9
0000 002E 2000 0000 0000 0000#1626597751369816#-47.5#4.632621979414636#9
0000 0033 2000 0000 0000 0000#1626597751375588#-39.5#5.154175447295755#9
0000 0037 2000 0000 0000 0000#1626597751377981#-35.5#4.4976316700806995#9
0000 0031 2000 0000 0000 0000#1626597751379077#-40.5#4.970097752749477#9
0000 003A 2000 0000 0000 0000#1626597751380210#-26.0#3.5711072741977725#9
0000 0038 2000 0000 0000 0000#1626597751381305#-34.0#4.399456899656019#9
0000 002F 2000 0000 0000 0000#1626597751383357#-45.5#4.884194828627882#9
0000 0030 2000 0000 0000 0000#1626597751384683#-44.0#5.013049214810275#9
0000 0034 2000 0000 0000 0000#1626597751387763#-38.0#4.957825906446392#9
0000 0039 2000 0000 0000 0000#1626597751388817#-32.0#4.09266074207889#9
0000 003B 2000 0000 0000 0000#1626597751390146#-32.5#4.04357335686655#9
0000 002E 2000 0000 0000 0000#1626597751391813#-47.0#4.589670517353839#9
0000 0032 2000 0000 0000 0000#1626597751392890#-40.0#5.043728830567988#9
0000 0036 2000 0000 0000 0000#1626597751394195#-37.5#4.743068596142402#9
0000 0035 2000 0000 0000 0000#1626597751395261#-37.0#4.749204519293945#9
0000 002D 2000 0000 0000 0000#1626597751396343#-50.5#4.374913207049849#9
0000 0033 2000 0000 0000 0000#1626597751665298#-40.5#4.933282213840222#9
0000 0032 2000 0000 0000 0000#1626597751667342#-41.5#4.773748211900116#9
0C21 0537 8123 1003 2202 062F#1626597751668457#-67.5#1.9634954084936207#9
0000 0035 2000 0000 0000 0000#1626597751670859#-37.0#4.693981210930062#9
0000 0034 2000 0000 0000 0000#1626597751672134#-38.5#4.822835597112456#9
0000 002D 2000 0000 0000 0000#1626597751673693#-52.0#4.037437433715008#9
0000 003A 2000 0000 0000 0000#1626597751675238#-26.0#4.0987966652304335#9
0000 003B 2000 0000 0000 0000#1626597751676802#-32.5#4.6448938257177215#9
0000 0039 2000 0000 0000 0000#1626597751678086#-31.0#4.466952054322987#9
0000 0030 2000 0000 0000 0000#1626597751679145#-45.5#4.681709364626977#9
0000 0031 2000 0000 0000 0000#1626597751680196#-43.0#4.669437518323892#9
0000 0038 2000 0000 0000 0000#1626597751681618#-33.5#4.651029748869264#9
0000 0036 2000 0000 0000 0000#1626597751682683#-37.5#4.743068596142402#9
0000 002E 2000 0000 0000 0000#1626597751683780#-48.0#4.23378697456437#9
0000 002F 2000 0000 0000 0000#1626597751684871#-47.0#4.4976316700806995#9
0000 0037 2000 0000 0000 0000#1626597751686390#-35.5#4.651029748869264#9
0000 003B 2000 0000 0000 0000#1626597751694205#-32.5#4.675573441475434#9
0000 002D 2000 0000 0000 0000#1626597751695556#-52.5#3.9576704327449543#9
0000 0039 2000 0000 0000 0000#1626597751697458#-31.0#4.460816131171445#9
0000 0034 2000 0000 0000 0000#1626597751699060#-38.5#4.76147636559703#9
0000 0037 2000 0000 0000 0000#1626597751700109#-35.5#4.632621979414636#9
0000 003A 2000 0000 0000 0000#1626597751701493#-24.5#4.123340357836604#9
0000 0038 2000 0000 0000 0000#1626597751702546#-34.0#4.663301595172349#9
0000 0036 2000 0000 0000 0000#1626597751703696#-37.5#4.71238898038469#9
0000 0033 2000 0000 0000 0000#1626597751705278#-40.0#4.865787059173254#9
0000 002F 2000 0000 0000 0000#1626597751706599#-47.0#4.466952054322987#9
0000 0032 2000 0000 0000 0000#1626597751708173#-42.0#4.700117134081604#9
0000 0035 2000 0000 0000 0000#1626597751709237#-37.0#4.651029748869264#9
0000 002E 2000 0000 0000 0000#1626597751710319#-48.5#4.154019973594316#9
0000 0031 2000 0000 0000 0000#1626597751713295#-43.0#4.601942363656923#9
0C21 0537 8123 1003 2202 062F#1626597751715578#-67.0#2.1046216409791#9
0000 0030 2000 0000 0000 0000#1626597751716606#-45.5#4.583534594202296#9
0000 0032 2000 0000 0000 0000#1626597751981809#-42.0#3.6815538909255388#9
0000 0033 2000 0000 0000 0000#1626597751982831#-42.5#3.902447124381071#9
0000 0031 2000 0000 0000 0000#1626597751984387#-44.5#3.56497135104623#9
0000 002D 2000 0000 0000 0000#1626597751985454#-55.0#2.804116880254952#9
0000 0030 2000 0000 0000 0000#1626597751987021#-47.5#3.5711072741977725#9
0000 0038 2000 0000 0000 0000#1626597751989816#-33.0#4.0987966652304335#9
0000 0037 2000 0000 0000 0000#1626597751990865#-36.0#3.9699422790480394#9
0C21 0537 8123 1003 2202 062F#1626597751991909#-67.5#0.9387962421860124#9
0000 003B 2000 0000 0000 0000#1626597751993474#-32.0#4.583534594202296#9
0000 0036 2000 0000 0000 0000#1626597751996260#-38.0#3.9208548938356986#9
0000 0039 2000 0000 0000 0000#1626597751997941#-31.0#4.049709280018092#9
0000 002F 2000 0000 0000 0000#1626597751999830#-49.5#3.3747577333484107#9
0000 0034 2000 0000 0000 0000#1626597752000876#-39.5#3.8288160465625602#9
0000 003A 2000 0000 0000 0000#1626597752002151#-26.5#3.859495662320273#9
0000 0035 2000 0000 0000 0000#1626597752003229#-37.0#3.7981364308048478#9
0000 002E 2000 0000 0000 0000#1626597752006025#-51.5#3.018874190558942#9
0000 0037 2000 0000 0000 0000#1626597752010093#-36.0#3.9453985864418692#9
0000 0031 2000 0000 0000 0000#1626597752011428#-44.5#3.497476196379262#9
0C21 0537 8123 1003 2202 062F#1626597752012957#-68.5#0.9878836273983529#9
0000 0032 2000 0000 0000 0000#1626597752014473#-43.0#3.5895150436524004#9
0000 0033 2000 0000 0000 0000#1626597752015997#-42.5#3.785864584501762#9
0000 0039 2000 0000 0000 0000#1626597752019262#-31.0#4.031301510563465#9
0000 002E 2000 0000 0000 0000#1626597752021882#-51.5#2.9636508821950587#9
0000 0035 2000 0000 0000 0000#1626597752022947#-37.0#3.7429131224409646#9
0000 0038 2000 0000 0000 0000#1626597752024782#-33.0#4.04357335686655#9
0000 003B 2000 0000 0000 0000#1626597752026319#-32.0#4.608078286808466#9
0000 002F 2000 0000 0000 0000#1626597752027594#-50.0#3.3011266555298997#9
0000 003A 2000 0000 0000 0000#1626597752028639#-26.5#3.859495662320273#9
0000 0036 2000 0000 0000 0000#1626597752029750#-38.0#3.865631585471816#9
0000 002D 2000 0000 0000 0000#1626597752031443#-55.5#2.662990647769473#9
0000 0030 2000 0000 0000 0000#1626597752032754#-47.5#3.4606606574700063#9
0000 0034 2000 0000 0000 0000#1626597752034557#-39.0#3.749049045592507#9
0000 003B 2000 0000 0000 0000#1626597752301115#-31.5#5.411884219660542#9
0000 0034 2000 0000 0000 0000#1626597752302862#-39.0#4.0128937411088375#9
0000 0037 2000 0000 0000 0000#1626597752304183#-34.5#4.319689898685965#9
0000 003A 2000 0000 0000 0000#1626597752307951#-25.5#4.601942363656923#9
0000 0036 2000 0000 0000 0000#1626597752309087#-36.5#4.1601558967458585#9
0000 0038 2000 0000 0000 0000#1626597752310408#-32.5#4.503767593232243#9
0000 0039 2000 0000 0000 0000#1626597752311463#-30.5#4.608078286808466#9
0000 0033 2000 0000 0000 0000#1626597752312636#-42.0#3.902447124381071#9
0000 0035 2000 0000 0000 0000#1626597752313702#-36.5#4.025165587411922#9
0C21 0537 8123 1003 2202 062F#1626597752315681#-67.5#2.1353012567368124#9
0000 002F 2000 0000 0000 0000#1626597752316770#-52.5#3.160000423044421#9
0000 0032 2000 0000 0000 0000#1626597752317984#-43.0#3.6386024288647407#9
0000 0030 2000 0000 0000 0000#1626597752319026#-50.0#3.393165502803038#9
0000 0031 2000 0000 0000 0000#1626597752321179#-45.5#3.454524734318464#9
0000 002D 2000 0000 0000 0000#1626597752322259#-58.5#2.1230294104337273#9
0000 002E 2000 0000 0000 0000#1626597752323299#-54.0#2.6200391857086753#9
0000 0039 2000 0000 0000 0000#1626597752328550#-30.5#4.577398671050753#9
0000 003B 2000 0000 0000 0000#1626597752329602#-31.5#5.405748296509#9
0000 0030 2000 0000 0000 0000#1626597752330688#-50.0#3.3195344249845276#9
0000 0037 2000 0000 0000 0000#1626597752331991#-34.5#4.270602513473625#9
0000 0034 2000 0000 0000 0000#1626597752333055#-39.0#3.9576704327449543#9
0000 003A 2000 0000 0000 0000#1626597752335125#-25.0#4.565126824747668#9
0000 0036 2000 0000 0000 0000#1626597752336191#-37.0#4.111068511533518#9
0000 0035 2000 0000 0000 0000#1626597752337255#-37.0#3.9699422790480394#9
0000 002D 2000 0000 0000 0000#1626597752339749#-58.5#2.0493983326152168#9
0000 0031 2000 0000 0000 0000#1626597752341754#-46.0#3.4054373491061236#9
0C21 0537 8123 1003 2202 062F#1626597752352563#-68.0#1.88986433067511#9
0000 0032 2000 0000 0000 0000#1626597752354951#-45.0#3.3318062712876126#9
0000 0033 2000 0000 0000 0000#1626597752356410#-43.0#3.5833791205008576#9
0000 002F 2000 0000 0000 0000#1626597752357502#-52.5#2.7979809571034093#9
0000 002E 2000 0000 0000 0000#1626597752358598#-54.5#2.184388641949153#9
0000 0038 2000 0000 0000 0000#1626597752361834#-32.5#4.23378697456437#9
0000 0039 2000 0000 0000 0000#1626597752628114#-31.5#3.5281558121369745#9
0000 0038 2000 0000 0000 0000#1626597752629692#-33.5#3.3502140407422405#9
0C21 0537 8123 1003 2202 062F#1626597752631036#-69.0#0.8713010875190442#9
0000 003B 2000 0000 0000 0000#1626597752632075#-32.0#4.6878452877785195#9
0000 0036 2000 0000 0000 0000#1626597752633125#-38.0#2.804116880254952#9
0000 003A 2000 0000 0000 0000#1626597752634372#-26.0#3.6447383520162835#9
0000 0033 2000 0000 0000 0000#1626597752635689#-45.5#2.3316507975861747#9
0000 0034 2000 0000 0000 0000#1626597752636739#-40.5#2.5341362615870793#9
0000 0030 2000 0000 0000 0000#1626597752638062#-53.0#1.3130875544301088#9
0000 0031 2000 0000 0000 0000#1626597752639386#-49.0#1.6751070203711202#9
0000 002D 2000 0000 0000 0000#1626597752642559#-47.5#5.724816300389213#9
0000 002F 2000 0000 0000 0000#1626597752643891#-54.0#1.0492428589137786#9
0000 0032 2000 0000 0000 0000#1626597752648017#-47.0#1.9205439464328227#9
0000 002E 2000 0000 0000 0000#1626597752649703#-50.5#6.160466844148735#9
0000 0035 2000 0000 0000 0000#1626597752651201#-37.5#2.5893595699509624#9
0000 0037 2000 0000 0000 0000#1626597752652522#-36.0#3.031146036862027#9
0000 002E 2000 0000 0000 0000#1626597752656935#-50.0#6.0991076126333095#9
0000 0033 2000 0000 0000 0000#1626597752658473#-45.5#2.2457478734645786#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597752660621#-69.0#5.945709533844745#9
0000 003A 2000 0000 0000 0000#1626597752661924#-26.0#3.5956509668039427#9
0000 0039 2000 0000 0000 0000#1626597752663034#-31.5#3.4606606574700063#9
0000 0032 2000 0000 0000 0000#1626597752664066#-47.5#1.8530487917658545#9
0000 003B 2000 0000 0000 0000#1626597752665889#-32.0#4.675573441475434#9
0000 0030 2000 0000 0000 0000#1626597752666972#-53.0#1.1658253987930873#9
0C21 0537 8123 1003 2202 062F#1626597752668001#-70.0#0.944932165337555#9
0000 0037 2000 0000 0000 0000#1626597752669492#-36.0#3.0066023442558567#9
0000 0035 2000 0000 0000 0000#1626597752670581#-38.0#2.552544031041707#9
0000 0031 2000 0000 0000 0000#1626597752671990#-49.5#1.552388557340269#9
0000 002F 2000 0000 0000 0000#1626597752673024#-54.5#0.8958447801252144#9
0000 0034 2000 0000 0000 0000#1626597752674666#-40.0#2.454369260617026#9
0000 0036 2000 0000 0000 0000#1626597752675774#-38.0#2.7120780329818137#9
0000 002D 2000 0000 0000 0000#1626597752676827#-47.5#5.522330836388308#9
0000 0038 2000 0000 0000 0000#1626597752677893#-34.0#3.2888548092268146#9
0000 003A 2000 0000 0000 0000#1626597752942794#-27.0#3.3379421944391554#9
0000 0030 2000 0000 0000 0000#1626597752943835#-46.5#5.332117218690489#9
0000 002D 2000 0000 0000 0000#1626597752945172#-51.0#4.565126824747668#9
0000 0035 2000 0000 0000 0000#1626597752954382#-40.5#1.4787574795217582#9
0000 003B 2000 0000 0000 0000#1626597752955449#-33.5#3.933126740138784#9
0000 0034 2000 0000 0000 0000#1626597752956553#-43.5#1.2578642460662257#9
0000 0038 2000 0000 0000 0000#1626597752959343#-35.5#2.282563412373834#9
0000 0039 2000 0000 0000 0000#1626597752961150#-33.0#2.4727770300716534#9
0000 0033 2000 0000 0000 0000#1626597752962254#-49.5#0.7669903939428205#9
0000 0036 2000 0000 0000 0000#1626597752963545#-40.5#1.6382914814618648#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597752966076#-69.0#5.350524988145116#9
0000 002F 2000 0000 0000 0000#1626597752967595#-45.5#4.381049130201391#9
0000 0032 2000 0000 0000 0000#1626597752970094#-49.5#0.006135923151542565#9
0000 002E 2000 0000 0000 0000#1626597752971190#-47.5#3.9638063558964967#9
