FFFF FFFF FFFF FFFF FFFF FFFF#1626597746278805#-68.0#0.018407769454627694#9
0000 0030 2000 0000 0000 0000#1626597746606574#-50.0#2.030990563160589#9
0000 003A 2000 0000 0000 0000#1626597746607665#-45.0#2.6200391857086753#9
0000 003B 2000 0000 0000 0000#1626597746617648#-65.0#4.239922897715912#9
0000 0039 2000 0000 0000 0000#1626597746618697#-44.5#3.5281558121369745#9
0000 0036 2000 0000 0000 0000#1626597746623899#-47.5#4.6448938257177215#9
0000 0039 2000 0000 0000 0000#1626597746625493#-44.5#3.5158839658338894#9
0000 0034 2000 0000 0000 0000#1626597746627334#-48.0#5.608233760509904#9
0000 0035 2000 0000 0000 0000#1626597746628880#-46.5#4.816699673960914#9
0000 0031 2000 0000 0000 0000#1626597746631313#-50.0#1.2762720155208536#9
0000 0033 2000 0000 0000 0000#1626597746632401#-50.0#0.20248546400090464#9
0000 0030 2000 0000 0000 0000#1626597746633696#-50.5#2.2396119503130363#9
0000 0032 2000 0000 0000 0000#1626597746634973#-50.0#0.9081166264282996#9
0000 002F 2000 0000 0000 0000#1626597746636760#-51.0#2.521864415283994#9
0000 002D 2000 0000 0000 0000#1626597746637827#-51.5#3.2827188860752723#9
0000 0038 2000 0000 0000 0000#1626597746638906#-45.5#3.9515345095934116#9
0000 0037 2000 0000 0000 0000#1626597746639970#-45.5#4.196971435655114#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597746641262#-67.5#5.724816300389213#9
0000 003A 2000 0000 0000 0000#1626597746642297#-44.5#2.82252464970958#9
0000 002E 2000 0000 0000 0000#1626597746644021#-50.0#2.9145634969827183#9
0000 003B 2000 0000 0000 0000#1626597746645445#-64.5#4.227651051412827#9
0000 0031 2000 0000 0000 0000#1626597746909898#-51.0#0.7853981633974483#9
0000 002F 2000 0000 0000 0000#1626597746911174#-50.5#1.9266798695843652#9
0000 002D 2000 0000 0000 0000#1626597746912283#-52.0#2.6261751088602177#9
0000 0032 2000 0000 0000 0000#1626597746914339#-50.5#0.380427235395639#9
0000 0034 2000 0000 0000 0000#1626597746916110#-49.5#5.098952138931871#9
0000 0037 2000 0000 0000 0000#1626597746917162#-46.5#3.6140587362585705#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597746918242#-69.0#4.914874444385594#9
0000 003A 2000 0000 0000 0000#1626597746919306#-45.5#2.227340104009951#9
0000 0039 2000 0000 0000 0000#1626597746920344#-45.5#2.8961557275280905#9
0000 0038 2000 0000 0000 0000#1626597746922633#-45.5#3.3379421944391554#9
0000 0035 2000 0000 0000 0000#1626597746923668#-47.0#4.270602513473625#9
0000 0036 2000 0000 0000 0000#1626597746924744#-47.5#4.1172044346850605#9
0000 0033 2000 0000 0000 0000#1626597746926004#-50.5#5.927301764390117#9
0000 0030 2000 0000 0000 0000#1626597746927074#-50.5#1.6751070203711202#9
0000 002E 2000 0000 0000 0000#1626597746931347#-50.5#2.3316507975861747#9
0000 003B 2000 0000 0000 0000#1626597746932786#-65.5#3.6324665057131984#9
0000 0030 2000 0000 0000 0000#1626597746938016#-50.5#1.6566992509164924#9
0000 002D 2000 0000 0000 0000#1626597746939851#-51.5#2.6200391857086753#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597746941677#-69.5#5.0253210611133605#9
0000 0038 2000 0000 0000 0000#1626597746942925#-45.5#3.3624858870453256#9
0000 002F 2000 0000 0000 0000#1626597746944201#-50.5#1.932815792735908#9
0000 0034 2000 0000 0000 0000#1626597746945263#-50.0#5.105088062083414#9
0000 0037 2000 0000 0000 0000#1626597746946327#-46.5#3.6140587362585705#9
0000 0031 2000 0000 0000 0000#1626597746947669#-51.0#0.7547185476397354#9
0000 003B 2000 0000 0000 0000#1626597746948722#-64.5#3.6324665057131984#9
0000 0035 2000 0000 0000 0000#1626597746949968#-47.0#4.252194744018997#9
0000 003A 2000 0000 0000 0000#1626597746951645#-45.5#2.2457478734645786#9
0000 0039 2000 0000 0000 0000#1626597746952683#-45.5#2.9145634969827183#9
0000 0036 2000 0000 0000 0000#1626597746954236#-48.0#4.123340357836604#9
0000 0032 2000 0000 0000 0000#1626597746956195#-50.5#0.36815538909255385#9
0000 002E 2000 0000 0000 0000#1626597746958728#-50.5#2.3439226438892597#9
0000 0033 2000 0000 0000 0000#1626597746959731#-50.5#5.939573610693203#9
0000 0033 2000 0000 0000 0000#1626597747223358#-50.5#6.0991076126333095#9
0000 0036 2000 0000 0000 0000#1626597747224521#-47.0#4.319689898685965#9
0000 0039 2000 0000 0000 0000#1626597747225830#-45.5#3.11091303783208#9
0000 0035 2000 0000 0000 0000#1626597747226879#-47.0#4.448544284868359#9
0000 002E 2000 0000 0000 0000#1626597747229991#-50.5#2.5034566458293663#9
0000 003A 2000 0000 0000 0000#1626597747240581#-45.0#3.2581751934691017#9
0000 0034 2000 0000 0000 0000#1626597747242199#-49.0#5.988660995905543#9
0000 0038 2000 0000 0000 0000#1626597747243769#-44.5#4.344233591292136#9
0000 0037 2000 0000 0000 0000#1626597747245324#-46.0#4.626486056263094#9
0000 002D 2000 0000 0000 0000#1626597747246403#-52.0#3.6447383520162835#9
0000 0032 2000 0000 0000 0000#1626597747247592#-50.0#1.2701360923693108#9
0000 0030 2000 0000 0000 0000#1626597747248918#-50.0#2.5954954931025047#9
0000 002F 2000 0000 0000 0000#1626597747250388#-51.0#2.890019804376548#9
0000 0031 2000 0000 0000 0000#1626597747251453#-50.5#1.662835174068035#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597747253055#-68.5#0.37429131224409645#9
0000 003B 2000 0000 0000 0000#1626597747254164#-65.0#4.657165672020807#9
0000 0032 2000 0000 0000 0000#1626597747259806#-50.0#1.2946797849754812#9
0000 002F 2000 0000 0000 0000#1626597747262280#-51.0#2.8777479580734626#9
0000 003B 2000 0000 0000 0000#1626597747263998#-65.5#4.638757902566179#9
0000 0036 2000 0000 0000 0000#1626597747265366#-46.0#5.043728830567988#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597747266701#-68.0#0.4111068511533518#9
0000 0038 2000 0000 0000 0000#1626597747267810#-44.0#4.344233591292136#9
0000 0034 2000 0000 0000 0000#1626597747268857#-49.0#6.007068765360171#9
0000 002E 2000 0000 0000 0000#1626597747270052#-50.5#3.3502140407422405#9
0000 0030 2000 0000 0000 0000#1626597747272212#-50.0#2.5770877236478773#9
0000 0035 2000 0000 0000 0000#1626597747273502#-46.0#5.184855063053467#9
0000 003A 2000 0000 0000 0000#1626597747274577#-45.0#3.2765829629237295#9
0000 0039 2000 0000 0000 0000#1626597747275706#-45.0#3.9576704327449543#9
0000 0037 2000 0000 0000 0000#1626597747277310#-45.5#4.608078286808466#9
0000 0033 2000 0000 0000 0000#1626597747278486#-50.0#0.5706408530934585#9
0000 0031 2000 0000 0000 0000#1626597747279492#-50.5#1.662835174068035#9
0000 002D 2000 0000 0000 0000#1626597747280858#-51.5#3.6692820446224537#9
0000 0037 2000 0000 0000 0000#1626597747544285#-46.0#4.344233591292136#9
0000 0039 2000 0000 0000 0000#1626597747546927#-45.0#3.6692820446224537#9
0000 0033 2000 0000 0000 0000#1626597747547946#-50.5#0.4663301595172349#9
0000 003A 2000 0000 0000 0000#1626597747549721#-45.5#2.9636508821950587#9
0000 0035 2000 0000 0000 0000#1626597747550841#-46.5#4.957825906446392#9
0000 0036 2000 0000 0000 0000#1626597747552843#-47.0#4.822835597112456#9
0000 002E 2000 0000 0000 0000#1626597747554142#-50.5#3.074097498922825#9
0000 0038 2000 0000 0000 0000#1626597747555220#-44.5#4.104932588381976#9
0000 002F 2000 0000 0000 0000#1626597747556296#-50.5#2.7120780329818137#9
0000 0031 2000 0000 0000 0000#1626597747557389#-51.0#1.5462526341887264#9
0000 0030 2000 0000 0000 0000#1626597747559080#-50.5#2.4605051837685683#9
0000 0032 2000 0000 0000 0000#1626597747560127#-50.0#1.1596894756415448#9
0000 002D 2000 0000 0000 0000#1626597747561406#-51.5#3.429981041712294#9
0000 0034 2000 0000 0000 0000#1626597747562467#-49.5#5.798447378207723#9
0000 003B 2000 0000 0000 0000#1626597747563893#-65.0#4.325825821837508#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597747565498#-69.0#0.1349903093339364#9
0000 0033 2000 0000 0000 0000#1626597747570973#-50.0#0.44178646691106466#9
0000 0037 2000 0000 0000 0000#1626597747573008#-46.0#4.3503695144436785#9
0000 0030 2000 0000 0000 0000#1626597747574560#-50.5#2.454369260617026#9
0000 002F 2000 0000 0000 0000#1626597747575885#-50.5#2.705942109830271#9
0000 0036 2000 0000 0000 0000#1626597747576921#-46.5#4.804427827657828#9
0000 003A 2000 0000 0000 0000#1626597747578270#-45.5#2.9636508821950587#9
0000 002E 2000 0000 0000 0000#1626597747580051#-50.5#3.129320807286708#9
0000 0039 2000 0000 0000 0000#1626597747581360#-44.5#3.650874275167826#9
0000 0035 2000 0000 0000 0000#1626597747582920#-46.5#4.963961829597935#9
0000 0038 2000 0000 0000 0000#1626597747584954#-45.0#4.06811704947272#9
0000 0031 2000 0000 0000 0000#1626597747586530#-50.5#1.5707963267948966#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597747588694#-69.5#0.3436116964863836#9
0000 002D 2000 0000 0000 0000#1626597747590012#-51.5#3.442252888015379#9
0000 0034 2000 0000 0000 0000#1626597747591427#-48.0#5.822991070813893#9
0000 003B 2000 0000 0000 0000#1626597747592747#-64.5#4.381049130201391#9
0000 0032 2000 0000 0000 0000#1626597747594337#-50.0#1.1474176293384597#9
0000 0035 2000 0000 0000 0000#1626597747860700#-47.5#4.767612288748572#9
0000 0033 2000 0000 0000 0000#1626597747862003#-51.0#0.25157284921324513#9
0000 0032 2000 0000 0000 0000#1626597747863514#-50.5#1.043106935762236#9
0000 0031 2000 0000 0000 0000#1626597747864851#-50.5#1.3928545554001621#9
0000 0036 2000 0000 0000 0000#1626597747866356#-47.5#4.577398671050753#9
0000 002E 2000 0000 0000 0000#1626597747867675#-50.0#2.9329712664373457#9
0000 0037 2000 0000 0000 0000#1626597747868722#-46.5#4.123340357836604#9
0000 003B 2000 0000 0000 0000#1626597747870477#-65.0#4.000621894805752#9
0000 003A 2000 0000 0000 0000#1626597747871808#-45.0#2.7120780329818137#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597747873101#-68.5#6.17273869045182#9
0000 0039 2000 0000 0000 0000#1626597747874154#-45.0#3.399301425954581#9
0000 0034 2000 0000 0000 0000#1626597747876195#-50.5#5.6143696836614465#9
0000 0038 2000 0000 0000 0000#1626597747879103#-45.5#3.8288160465625602#9
0000 002F 2000 0000 0000 0000#1626597747882119#-50.5#2.5464081078901644#9
0000 0030 2000 0000 0000 0000#1626597747883404#-50.5#2.2641556429192065#9
0000 002D 2000 0000 0000 0000#1626597747884470#-52.0#3.2090878082567613#9
0000 002E 2000 0000 0000 0000#1626597747888649#-50.0#2.9084275738311756#9
0000 0039 2000 0000 0000 0000#1626597747890470#-45.0#3.4054373491061236#9
0000 0034 2000 0000 0000 0000#1626597747892673#-50.5#5.632777453116074#9
0000 003A 2000 0000 0000 0000#1626597747894219#-45.0#2.6998061866787286#9
0000 002D 2000 0000 0000 0000#1626597747895271#-51.5#3.2459033471660166#9
0000 0032 2000 0000 0000 0000#1626597747896530#-50.5#1.030835089459151#9
0000 0037 2000 0000 0000 0000#1626597747897596#-46.5#4.1172044346850605#9
0000 0030 2000 0000 0000 0000#1626597747898622#-50.5#2.3009711818284617#9
0000 0035 2000 0000 0000 0000#1626597747899671#-47.5#4.755340442445488#9
0000 0038 2000 0000 0000 0000#1626597747901007#-45.5#3.816544200259475#9
0000 0031 2000 0000 0000 0000#1626597747902328#-50.5#1.3867186322486196#9
0000 0036 2000 0000 0000 0000#1626597747903406#-47.5#4.565126824747668#9
0000 0033 2000 0000 0000 0000#1626597747905318#-51.0#0.30066023442558565#9
0000 002F 2000 0000 0000 0000#1626597747906485#-50.5#2.5586799541932495#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597747907549#-69.0#6.209554229361076#9
0000 003B 2000 0000 0000 0000#1626597747908857#-66.0#4.147884050442774#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597748173613#-68.5#5.080544369477243#9
0000 0031 2000 0000 0000 0000#1626597748174659#-51.0#0.8467573949128739#9
0000 003A 2000 0000 0000 0000#1626597748176858#-45.5#2.1475731030398975#9
0000 0038 2000 0000 0000 0000#1626597748177923#-46.0#3.2397674240144743#9
0000 002D 2000 0000 0000 0000#1626597748179017#-51.0#2.5832236467994196#9
0000 0030 2000 0000 0000 0000#1626597748180754#-50.5#1.7241944055834606#9
0000 002F 2000 0000 0000 0000#1626597748181775#-50.5#1.9696313316451632#9
0000 0033 2000 0000 0000 0000#1626597748183049#-51.0#6.025476534814799#9
0000 0035 2000 0000 0000 0000#1626597748184107#-48.0#4.190835512503572#9
0000 0032 2000 0000 0000 0000#1626597748185442#-51.0#0.48473792897186263#9
0000 003B 2000 0000 0000 0000#1626597748187750#-65.0#3.5833791205008576#9
0000 0036 2000 0000 0000 0000#1626597748188985#-48.0#4.037437433715008#9
0000 0037 2000 0000 0000 0000#1626597748190079#-47.0#3.5158839658338894#9
0000 0034 2000 0000 0000 0000#1626597748192110#-50.5#5.123495831538041#9
0000 0039 2000 0000 0000 0000#1626597748193547#-45.5#2.816388726558037#9
0000 002E 2000 0000 0000 0000#1626597748194915#-50.5#2.3439226438892597#9
0000 0033 2000 0000 0000 0000#1626597748200072#-51.0#5.970253226450915#9
0000 0034 2000 0000 0000 0000#1626597748201148#-50.5#5.043728830567988#9
0000 0031 2000 0000 0000 0000#1626597748202210#-51.0#0.8528933180644165#9
0000 002F 2000 0000 0000 0000#1626597748203545#-50.5#1.9512235621905356#9
0000 0030 2000 0000 0000 0000#1626597748204613#-50.0#1.7241944055834606#9
0000 0032 2000 0000 0000 0000#1626597748207391#-49.5#0.4540583132141498#9
0000 0039 2000 0000 0000 0000#1626597748208958#-45.5#2.7857091108003242#9
0000 0037 2000 0000 0000 0000#1626597748210966#-47.0#3.54042765844006#9
0000 0035 2000 0000 0000 0000#1626597748212014#-48.0#4.196971435655114#9
0000 0036 2000 0000 0000 0000#1626597748213305#-48.0#4.049709280018092#9
0000 003A 2000 0000 0000 0000#1626597748214639#-46.0#2.1475731030398975#9
0000 003B 2000 0000 0000 0000#1626597748217872#-65.5#3.736777199289422#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597748219320#-68.5#5.258486140871978#9
0000 0038 2000 0000 0000 0000#1626597748220838#-46.0#3.2397674240144743#9
0000 002D 2000 0000 0000 0000#1626597748223089#-51.5#2.6200391857086753#9
0000 002E 2000 0000 0000 0000#1626597748224159#-50.0#2.3071071049800045#9
0000 0031 2000 0000 0000 0000#1626597748487370#-50.0#1.7671458676442586#9
0000 0034 2000 0000 0000 0000#1626597748488714#-50.0#5.957981380147831#9
0000 0039 2000 0000 0000 0000#1626597748490041#-44.5#3.859495662320273#9
0000 0035 2000 0000 0000 0000#1626597748493305#-47.0#5.141903600992669#9
0000 0032 2000 0000 0000 0000#1626597748494294#-50.5#1.3621749396424494#9
0000 0037 2000 0000 0000 0000#1626597748495557#-46.0#4.503767593232243#9
0000 002E 2000 0000 0000 0000#1626597748496625#-50.0#3.3440781175906977#9
0000 0038 2000 0000 0000 0000#1626597748497917#-44.5#4.276738436625168#9
0000 002D 2000 0000 0000 0000#1626597748499487#-51.0#3.6447383520162835#9
0000 0036 2000 0000 0000 0000#1626597748500554#-47.0#4.97623367590102#9
0000 003A 2000 0000 0000 0000#1626597748501601#-45.5#3.1661363461959633#9
0000 003B 2000 0000 0000 0000#1626597748502940#-65.5#4.589670517353839#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597748504343#-68.5#0.47860200582032003#9
0000 0033 2000 0000 0000 0000#1626597748507423#-50.5#0.6320000846088841#9
0000 0030 2000 0000 0000 0000#1626597748510931#-50.0#2.6200391857086753#9
0000 002F 2000 0000 0000 0000#1626597748511980#-50.5#2.9329712664373457#9
0000 002E 2000 0000 0000 0000#1626597748516268#-50.0#3.356349963893783#9
0000 0036 2000 0000 0000 0000#1626597748519412#-46.5#4.9823695990525625#9
0000 002F 2000 0000 0000 0000#1626597748520925#-50.5#2.9268353432858034#9
0000 0037 2000 0000 0000 0000#1626597748522213#-46.0#4.509903516383785#9
0000 0038 2000 0000 0000 0000#1626597748523770#-44.5#4.276738436625168#9
0000 003A 2000 0000 0000 0000#1626597748525082#-45.5#3.172272269347506#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597748527274#-68.5#0.6933593161243098#9
0000 0039 2000 0000 0000 0000#1626597748530120#-45.0#3.877903431774901#9
0000 0032 2000 0000 0000 0000#1626597748531182#-50.5#1.3560390164909069#9
0000 003B 2000 0000 0000 0000#1626597748532349#-65.0#4.638757902566179#9
0000 0030 2000 0000 0000 0000#1626597748533429#-50.0#2.662990647769473#9
0000 002D 2000 0000 0000 0000#1626597748535286#-51.0#3.6447383520162835#9
0000 0035 2000 0000 0000 0000#1626597748536547#-46.5#5.135767677841127#9
0000 0031 2000 0000 0000 0000#1626597748538675#-50.5#1.7548740213411735#9
0000 0033 2000 0000 0000 0000#1626597748540172#-51.0#0.6504078540635119#9
0000 0034 2000 0000 0000 0000#1626597748541191#-50.0#5.976389149602458#9
0000 0037 2000 0000 0000 0000#1626597748805898#-46.0#4.466952054322987#9
0000 0033 2000 0000 0000 0000#1626597748807425#-50.0#0.8406214717613314#9
0000 0036 2000 0000 0000 0000#1626597748808932#-47.0#5.043728830567988#9
0000 0039 2000 0000 0000 0000#1626597748809987#-43.5#3.6815538909255388#9
0000 0030 2000 0000 0000 0000#1626597748811073#-49.0#2.6691265709210157#9
0000 002E 2000 0000 0000 0000#1626597748812627#-49.5#3.2827188860752723#9
0000 0032 2000 0000 0000 0000#1626597748814853#-49.5#1.5278448647340985#9
0000 0035 2000 0000 0000 0000#1626597748815930#-47.5#5.2339424482658075#9
0000 0034 2000 0000 0000 0000#1626597748817445#-50.5#6.234097921967246#9
0000 003A 2000 0000 0000 0000#1626597748818796#-41.5#2.9391071895888885#9
0000 0038 2000 0000 0000 0000#1626597748819861#-44.0#4.154019973594316#9
0000 002F 2000 0000 0000 0000#1626597748821209#-50.0#2.945243112740431#9
0000 002D 2000 0000 0000 0000#1626597748825535#-50.5#3.6386024288647407#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597748827439#-68.0#0.2761165418194154#9
0000 0031 2000 0000 0000 0000#1626597748828474#-49.0#1.9205439464328227#9
0000 003B 2000 0000 0000 0000#1626597748829912#-58.5#4.196971435655114#9
0000 0033 2000 0000 0000 0000#1626597748837072#-49.5#1.030835089459151#9
0000 0030 2000 0000 0000 0000#1626597748838101#-49.0#2.724349879284899#9
0000 0035 2000 0000 0000 0000#1626597748839387#-47.5#5.3627968344482015#9
0000 0039 2000 0000 0000 0000#1626597748840957#-43.0#3.6999616603801666#9
0000 0034 2000 0000 0000 0000#1626597748842232#-50.5#0.1227184630308513#9
0000 002F 2000 0000 0000 0000#1626597748843309#-50.0#3.000466421104314#9
0000 0031 2000 0000 0000 0000#1626597748844359#-48.5#1.9941750242513334#9
0000 002E 2000 0000 0000 0000#1626597748845884#-49.0#3.393165502803038#9
0000 0038 2000 0000 0000 0000#1626597748849155#-44.0#4.196971435655114#9
0000 003A 2000 0000 0000 0000#1626597748850233#-40.0#2.9329712664373457#9
0000 0037 2000 0000 0000 0000#1626597748851795#-46.5#4.552854978444583#9
0000 0036 2000 0000 0000 0000#1626597748853144#-47.5#5.178719139901925#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597748854236#-68.0#0.0859029241215959#9
0000 0032 2000 0000 0000 0000#1626597748855313#-48.5#1.7855536370988863#9
0000 002D 2000 0000 0000 0000#1626597748856761#-50.5#3.7551849687440497#9
0000 003B 2000 0000 0000 0000#1626597748858684#-56.5#3.9699422790480394#9
0000 002F 2000 0000 0000 0000#1626597749123912#-46.0#3.56497135104623#9
0000 003B 2000 0000 0000 0000#1626597749124938#-43.0#3.399301425954581#9
0000 0038 2000 0000 0000 0000#1626597749126844#-46.0#4.8351074434155406#9
0000 0033 2000 0000 0000 0000#1626597749128620#-45.0#2.2212041808584084#9
0000 0039 2000 0000 0000 0000#1626597749130251#-42.0#4.006757817957295#9
0000 0037 2000 0000 0000 0000#1626597749131794#-49.5#5.688000761479957#9
0000 0034 2000 0000 0000 0000#1626597749132901#-46.5#1.705786636128833#9
0000 0036 2000 0000 0000 0000#1626597749134178#-49.5#0.521553467881118#9
0000 003A 2000 0000 0000 0000#1626597749135242#-35.0#2.9636508821950587#9
0000 002D 2000 0000 0000 0000#1626597749136667#-48.5#4.190835512503572#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597749137985#-68.0#6.1420590746941075#9
0000 0030 2000 0000 0000 0000#1626597749139026#-45.0#3.3870295796514958#9
0000 0032 2000 0000 0000 0000#1626597749140102#-43.5#2.5586799541932495#9
0000 0031 2000 0000 0000 0000#1626597749141680#-43.5#2.742757648739526#9
0000 002E 2000 0000 0000 0000#1626597749143146#-46.5#3.9699422790480394#9
0000 0035 2000 0000 0000 0000#1626597749144408#-48.0#0.9081166264282996#9
0000 002E 2000 0000 0000 0000#1626597749149326#-46.5#3.9576704327449543#9
0000 003A 2000 0000 0000 0000#1626597749150675#-35.0#3.031146036862027#9
0000 0039 2000 0000 0000 0000#1626597749151953#-42.0#4.0987966652304335#9
0000 0033 2000 0000 0000 0000#1626597749153300#-45.0#2.2948352586769194#9
0000 002F 2000 0000 0000 0000#1626597749154438#-46.0#3.6386024288647407#9
0000 0032 2000 0000 0000 0000#1626597749155485#-43.5#2.6016314162540475#9
0000 002D 2000 0000 0000 0000#1626597749157306#-48.0#4.252194744018997#9
0000 0035 2000 0000 0000 0000#1626597749158624#-48.0#0.9694758579437253#9
0000 0034 2000 0000 0000 0000#1626597749160184#-46.0#1.8039614065535141#9
0000 0038 2000 0000 0000 0000#1626597749161250#-46.5#5.00077736850719#9
0000 003B 2000 0000 0000 0000#1626597749162572#-42.5#3.472932503773092#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597749163623#-68.0#6.160466844148735#9
0000 0030 2000 0000 0000 0000#1626597749165659#-44.5#3.472932503773092#9
0000 0031 2000 0000 0000 0000#1626597749166754#-43.5#2.834796496012665#9
0000 0036 2000 0000 0000 0000#1626597749169817#-49.5#0.7731263170943632#9
0000 0037 2000 0000 0000 0000#1626597749172606#-49.0#5.9518454569962875#9
0000 0032 2000 0000 0000 0000#1626597749436631#-41.0#2.767301341345697#9
0000 002D 2000 0000 0000 0000#1626597749437684#-47.0#4.2031073588066565#9
0000 003B 2000 0000 0000 0000#1626597749439814#-40.5#3.6017868899554855#9
0000 002F 2000 0000 0000 0000#1626597749441434#-44.5#3.706097583531709#9
0000 0036 2000 0000 0000 0000#1626597749442497#-45.5#1.3928545554001621#9
0000 0034 2000 0000 0000 0000#1626597749443574#-42.0#2.073942025221387#9
0000 003A 2000 0000 0000 0000#1626597749444611#-34.5#3.5158839658338894#9
0000 0033 2000 0000 0000 0000#1626597749445928#-41.5#2.5280003384355365#9
0000 0038 2000 0000 0000 0000#1626597749446922#-47.0#6.105243535784852#9
0000 0030 2000 0000 0000 0000#1626597749448415#-43.0#3.5281558121369745#9
0000 0031 2000 0000 0000 0000#1626597749449730#-41.5#2.9697868053466014#9
0000 0035 2000 0000 0000 0000#1626597749450820#-44.0#1.5953400194010667#9
0000 0037 2000 0000 0000 0000#1626597749452294#-47.0#0.7179030087304801#9
0000 0039 2000 0000 0000 0000#1626597749453436#-42.5#4.945554060143307#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626597749454471#-68.5#5.006913291658733#9
0000 002E 2000 0000 0000 0000#1626597749456321#-45.0#4.006757817957295#9
0000 0038 2000 0000 0000 0000#1626597749461334#-47.0#6.191146459906448#9
0000 002F 2000 0000 0000 0000#1626597749462597#-44.5#3.7551849687440497#9
0000 0039 2000 0000 0000 0000#1626597749463735#-42.5#5.00077736850719#9
0000 0031 2000 0000 0000 0000#1626597749464787#-41.5#3.0127382674073995#9
0000 0033 2000 0000 0000 0000#1626597749466590#-41.5#2.5893595699509624#9
0000 003A 2000 0000 0000 0000#1626597749468631#-35.0#3.6140587362585705#9
0000 0030 2000 0000 0000 0000#1626597749469730#-43.0#3.5833791205008576#9
