FFFF FFFF FFFF FFFF FFFF FFFF#1626598116733070#-68.5#0.34974761963792617#9
0000 0031 2000 0000 0000 0000#1626598117677842#-50.0#0.6013204688511713#9
0000 0037 2000 0000 0000 0000#1626598117679390#-46.5#3.822680123411018#9
0000 002E 2000 0000 0000 0000#1626598117680701#-49.5#2.442097414313941#9
0000 0034 2000 0000 0000 0000#1626598117682457#-48.0#5.105088062083414#9
0000 0039 2000 0000 0000 0000#1626598117683997#-46.5#2.9943304979527716#9
0000 002D 2000 0000 0000 0000#1626598117685796#-51.5#2.7979809571034093#9
0000 0038 2000 0000 0000 0000#1626598117686890#-46.0#3.552699504743145#9
0000 0035 2000 0000 0000 0000#1626598117687911#-46.0#4.405592822807561#9
0000 0036 2000 0000 0000 0000#1626598117689258#-46.0#4.215379205109742#9
0000 002F 2000 0000 0000 0000#1626598117691892#-50.5#1.8837284075235674#9
0000 003A 2000 0000 0000 0000#1626598117692968#-48.0#2.055534255766759#9
0000 0030 2000 0000 0000 0000#1626598117694821#-50.0#1.5707963267948966#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626598117698578#-67.5#5.049864753719531#9
0000 0033 2000 0000 0000 0000#1626598117703158#-48.5#5.816855147662351#9
0000 002E 2000 0000 0000 0000#1626598117704254#-49.5#2.454369260617026#9
0000 0032 2000 0000 0000 0000#1626598117705777#-49.5#0.2086213871524472#9
0000 002F 2000 0000 0000 0000#1626598117706797#-50.5#1.9082721001297376#9
0000 0031 2000 0000 0000 0000#1626598117707878#-50.0#0.607456392002714#9
0000 0037 2000 0000 0000 0000#1626598117710608#-47.0#3.834951969714103#9
0000 003A 2000 0000 0000 0000#1626598117711873#-48.0#2.073942025221387#9
0000 0036 2000 0000 0000 0000#1626598117714935#-46.0#4.23378697456437#9
0000 0034 2000 0000 0000 0000#1626598117716252#-47.5#5.117359908386499#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626598117717546#-68.0#5.270757987175063#9
0000 0039 2000 0000 0000 0000#1626598117718853#-46.5#2.9759227284981438#9
0000 0030 2000 0000 0000 0000#1626598117719880#-50.0#1.6137477888556946#9
0000 002D 2000 0000 0000 0000#1626598117720960#-52.0#2.8409324191642074#9
0000 0038 2000 0000 0000 0000#1626598117723710#-46.0#3.5588354278946874#9
0000 0035 2000 0000 0000 0000#1626598117725882#-46.0#4.411728745959104#9
0000 0039 2000 0000 0000 0000#1626598117989621#-46.0#3.6201946594101133#9
0000 0033 2000 0000 0000 0000#1626598117991167#-49.0#0.14112623248547898#9
0000 0037 2000 0000 0000 0000#1626598117992259#-45.5#4.417864669110647#9
0000 0030 2000 0000 0000 0000#1626598117993314#-49.5#2.1598449493429825#9
0000 003A 2000 0000 0000 0000#1626598117994661#-47.5#2.6261751088602177#9
0000 002D 2000 0000 0000 0000#1626598117996212#-51.5#3.4606606574700063#9
0000 0034 2000 0000 0000 0000#1626598117997486#-48.0#5.66959299202533#9
0000 0036 2000 0000 0000 0000#1626598117998735#-46.0#4.822835597112456#9
0000 0038 2000 0000 0000 0000#1626598118000304#-45.0#4.178563666200486#9
0000 0035 2000 0000 0000 0000#1626598118002349#-45.5#5.00077736850719#9
0000 0031 2000 0000 0000 0000#1626598118004621#-49.5#1.2087768608538851#9
0000 002F 2000 0000 0000 0000#1626598118006197#-50.5#2.4850488763747385#9
0000 002E 2000 0000 0000 0000#1626598118008719#-50.0#3.043417883165112#9
0000 0032 2000 0000 0000 0000#1626598118009735#-49.5#0.8283496254582462#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626598118010815#-67.5#6.215690152512618#9
0000 0038 2000 0000 0000 0000#1626598118017366#-45.0#4.184699589352029#9
0000 002F 2000 0000 0000 0000#1626598118018873#-50.5#2.497320722677824#9
0000 0036 2000 0000 0000 0000#1626598118020435#-46.0#4.8351074434155406#9
0000 0030 2000 0000 0000 0000#1626598118023126#-49.5#2.1537090261914402#9
0000 0039 2000 0000 0000 0000#1626598118024433#-46.0#3.6386024288647407#9
0000 0034 2000 0000 0000 0000#1626598118025496#-48.0#5.681864838328415#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626598118026578#-67.0#6.215690152512618#9
0000 0037 2000 0000 0000 0000#1626598118027874#-46.0#4.430136515413731#9
0000 003A 2000 0000 0000 0000#1626598118028923#-48.0#2.6323110320117604#9
0000 0032 2000 0000 0000 0000#1626598118030027#-49.5#0.8283496254582462#9
0000 0035 2000 0000 0000 0000#1626598118031061#-45.5#5.006913291658733#9
0000 0031 2000 0000 0000 0000#1626598118034214#-49.5#1.214912784005428#9
0000 002D 2000 0000 0000 0000#1626598118036926#-52.0#3.479068426924634#9
0000 002E 2000 0000 0000 0000#1626598118039433#-50.5#3.0802334220743677#9
0000 0033 2000 0000 0000 0000#1626598118040523#-49.0#0.1902136176978195#9
0000 002E 2000 0000 0000 0000#1626598118304623#-49.5#2.6445828783148455#9
0000 0037 2000 0000 0000 0000#1626598118306215#-46.0#4.025165587411922#9
0000 0035 2000 0000 0000 0000#1626598118308558#-46.0#4.608078286808466#9
0000 0033 2000 0000 0000 0000#1626598118310335#-47.5#6.025476534814799#9
0000 0038 2000 0000 0000 0000#1626598118311645#-46.0#3.761320891895592#9
0000 0034 2000 0000 0000 0000#1626598118312675#-48.0#5.307573526084319#9
0000 003A 2000 0000 0000 0000#1626598118313714#-48.0#2.2580197197676637#9
0000 0031 2000 0000 0000 0000#1626598118314991#-50.5#0.8099418560036186#9
0000 0036 2000 0000 0000 0000#1626598118316663#-46.0#4.411728745959104#9
0000 002F 2000 0000 0000 0000#1626598118317782#-50.5#2.073942025221387#9
0000 0039 2000 0000 0000 0000#1626598118318892#-46.5#3.215223731408304#9
0000 0032 2000 0000 0000 0000#1626598118320360#-49.5#0.4172427743048944#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626598118321457#-66.5#5.5284667595398505#9
0000 002D 2000 0000 0000 0000#1626598118322764#-52.0#3.0372819600135696#9
0000 0030 2000 0000 0000 0000#1626598118324248#-49.5#1.7732817907958012#9
0000 002D 2000 0000 0000 0000#1626598118329763#-52.5#3.018874190558942#9
0000 0038 2000 0000 0000 0000#1626598118331684#-46.0#3.7429131224409646#9
0000 0036 2000 0000 0000 0000#1626598118333363#-46.0#4.424000592262189#9
0000 0030 2000 0000 0000 0000#1626598118334451#-49.5#1.7794177139473437#9
0000 0039 2000 0000 0000 0000#1626598118335794#-46.5#3.2213596545598464#9
0000 0037 2000 0000 0000 0000#1626598118336832#-46.0#4.025165587411922#9
0000 0035 2000 0000 0000 0000#1626598118338185#-46.5#4.620350133111551#9
0000 0034 2000 0000 0000 0000#1626598118339878#-48.0#5.295301679781233#9
0000 0032 2000 0000 0000 0000#1626598118340949#-49.5#0.4049709280018093#9
0000 002F 2000 0000 0000 0000#1626598118342498#-50.5#2.0923497946760143#9
0000 002E 2000 0000 0000 0000#1626598118343839#-49.5#2.6261751088602177#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626598118345588#-67.0#5.663457068873787#9
0000 0031 2000 0000 0000 0000#1626598118348019#-50.0#0.8099418560036186#9
0000 0033 2000 0000 0000 0000#1626598118349678#-49.0#6.007068765360171#9
0000 003A 2000 0000 0000 0000#1626598118350754#-48.5#2.270291566070749#9
0000 0031 2000 0000 0000 0000#1626598118614356#-50.0#0.4356505437595221#9
0000 0038 2000 0000 0000 0000#1626598118615446#-46.0#3.448388811166921#9
0000 002D 2000 0000 0000 0000#1626598118617717#-51.5#2.6323110320117604#9
0000 0039 2000 0000 0000 0000#1626598118618770#-46.5#2.8838838812250054#9
0000 0033 2000 0000 0000 0000#1626598118621910#-48.5#5.675728915176872#9
0000 0037 2000 0000 0000 0000#1626598118622960#-46.5#3.706097583531709#9
0000 002F 2000 0000 0000 0000#1626598118624038#-50.5#1.7241944055834606#9
0000 0030 2000 0000 0000 0000#1626598118625080#-50.0#1.3989904785517047#9
0000 0035 2000 0000 0000 0000#1626598118626184#-46.0#4.264466590322082#9
0000 0036 2000 0000 0000 0000#1626598118627515#-46.5#4.086524818927348#9
0000 002E 2000 0000 0000 0000#1626598118628799#-50.5#2.2580197197676637#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626598118630135#-68.5#5.062136600022616#9
0000 0034 2000 0000 0000 0000#1626598118632571#-48.0#4.945554060143307#9
0000 003A 2000 0000 0000 0000#1626598118633891#-48.5#1.9389517158874505#9
0000 0032 2000 0000 0000 0000#1626598118635390#-50.0#0.03681553890925539#9
0000 0037 2000 0000 0000 0000#1626598118640846#-46.5#3.6999616603801666#9
0000 0038 2000 0000 0000 0000#1626598118643016#-46.0#3.436116964863836#9
0000 002F 2000 0000 0000 0000#1626598118644291#-50.5#1.7426021750380885#9
0000 0030 2000 0000 0000 0000#1626598118645347#-50.0#1.4173982480063325#9
0000 003A 2000 0000 0000 0000#1626598118646395#-48.5#1.9819031779482483#9
0000 002D 2000 0000 0000 0000#1626598118647433#-51.5#2.6200391857086753#9
0000 0032 2000 0000 0000 0000#1626598118649472#-48.5#0.0674951546669682#9
0000 0031 2000 0000 0000 0000#1626598118650554#-50.0#0.4479223900626072#9
0000 0033 2000 0000 0000 0000#1626598118651630#-48.5#5.66959299202533#9
0000 0039 2000 0000 0000 0000#1626598118652754#-46.5#2.890019804376548#9
0000 0036 2000 0000 0000 0000#1626598118654331#-46.5#4.1172044346850605#9
0000 0035 2000 0000 0000 0000#1626598118655661#-46.0#4.264466590322082#9
0000 0034 2000 0000 0000 0000#1626598118658946#-48.0#4.957825906446392#9
0000 002E 2000 0000 0000 0000#1626598118660015#-49.5#2.2641556429192065#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626598118661239#-67.0#4.896466674930966#9
0000 0033 2000 0000 0000 0000#1626598118925016#-47.5#5.93343768754166#9
0000 0038 2000 0000 0000 0000#1626598118926553#-46.5#3.6079228131070282#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626598118927576#-68.0#5.313709449235861#9
0000 0036 2000 0000 0000 0000#1626598118928637#-46.5#4.28287435977671#9
0000 0039 2000 0000 0000 0000#1626598118930232#-47.5#3.018874190558942#9
0000 002D 2000 0000 0000 0000#1626598118931314#-51.5#2.804116880254952#9
0000 002E 2000 0000 0000 0000#1626598118932582#-49.5#2.478912953223196#9
0000 002F 2000 0000 0000 0000#1626598118933645#-50.0#1.9389517158874505#9
0000 0031 2000 0000 0000 0000#1626598118935219#-50.5#0.7363107781851077#9
0000 0030 2000 0000 0000 0000#1626598118936235#-49.5#1.6566992509164924#9
0000 0035 2000 0000 0000 0000#1626598118937523#-47.0#4.479223900626073#9
0000 0037 2000 0000 0000 0000#1626598118939990#-47.5#3.902447124381071#9
0000 003A 2000 0000 0000 0000#1626598118941536#-49.0#2.061670178918302#9
0000 0032 2000 0000 0000 0000#1626598118943405#-48.0#0.3374757733348411#9
0000 0034 2000 0000 0000 0000#1626598118945549#-48.5#5.203262832508095#9
0000 0033 2000 0000 0000 0000#1626598118952158#-49.0#5.939573610693203#9
0000 002D 2000 0000 0000 0000#1626598118953695#-51.5#2.7979809571034093#9
0000 0030 2000 0000 0000 0000#1626598118955393#-49.5#1.6566992509164924#9
0000 003A 2000 0000 0000 0000#1626598118956728#-48.5#2.0493983326152168#9
0000 0034 2000 0000 0000 0000#1626598118958003#-48.5#5.184855063053467#9
0000 0032 2000 0000 0000 0000#1626598118959089#-49.5#0.32520392703175593#9
0000 002E 2000 0000 0000 0000#1626598118960715#-49.5#2.4605051837685683#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626598118961766#-68.5#5.258486140871978#9
0000 0031 2000 0000 0000 0000#1626598118962801#-50.5#0.7240389318820226#9
0000 002F 2000 0000 0000 0000#1626598118964148#-50.0#1.9573594853420782#9
0000 0039 2000 0000 0000 0000#1626598118965714#-47.5#3.067961575771282#9
0000 0035 2000 0000 0000 0000#1626598118967180#-46.5#4.485359823777615#9
0000 0036 2000 0000 0000 0000#1626598118968473#-46.5#4.301282129231338#9
0000 0038 2000 0000 0000 0000#1626598118974754#-46.5#3.6017868899554855#9
0000 0037 2000 0000 0000 0000#1626598118975847#-47.5#3.890175278077986#9
0000 0039 2000 0000 0000 0000#1626598119240115#-46.5#3.6324665057131984#9
0000 003A 2000 0000 0000 0000#1626598119242290#-48.5#2.564815877344792#9
0000 002F 2000 0000 0000 0000#1626598119243367#-50.5#2.4911847995262812#9
0000 0036 2000 0000 0000 0000#1626598119244686#-46.5#4.878058905476339#9
0000 0031 2000 0000 0000 0000#1626598119245752#-49.5#1.2578642460662257#9
0000 0032 2000 0000 0000 0000#1626598119246812#-49.5#0.8835729338221293#9
0000 0034 2000 0000 0000 0000#1626598119247888#-48.0#5.737088146692298#9
0000 002E 2000 0000 0000 0000#1626598119249654#-50.0#3.06182565261974#9
0000 0030 2000 0000 0000 0000#1626598119250695#-50.0#2.172116795646068#9
0000 0037 2000 0000 0000 0000#1626598119252418#-46.5#4.460816131171445#9
0000 002D 2000 0000 0000 0000#1626598119254661#-51.5#3.448388811166921#9
0000 0035 2000 0000 0000 0000#1626598119256414#-46.0#5.043728830567988#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626598119257947#-67.5#6.1850105367549055#9
0000 0038 2000 0000 0000 0000#1626598119259224#-45.5#4.2031073588066565#9
0000 0033 2000 0000 0000 0000#1626598119260912#-49.0#0.18407769454627693#9
0000 003A 2000 0000 0000 0000#1626598119266082#-48.5#2.564815877344792#9
0000 0038 2000 0000 0000 0000#1626598119267160#-45.5#4.196971435655114#9
0000 0037 2000 0000 0000 0000#1626598119268199#-46.0#4.485359823777615#9
0000 0030 2000 0000 0000 0000#1626598119269325#-50.0#2.1659808724945253#9
0000 0039 2000 0000 0000 0000#1626598119271807#-46.5#3.6079228131070282#9
0000 0035 2000 0000 0000 0000#1626598119272841#-46.0#5.043728830567988#9
0000 0032 2000 0000 0000 0000#1626598119274394#-49.5#0.8897088569736719#9
0000 002F 2000 0000 0000 0000#1626598119276084#-50.5#2.4911847995262812#9
0000 0031 2000 0000 0000 0000#1626598119277756#-49.5#1.239456476611598#9
0000 0034 2000 0000 0000 0000#1626598119279121#-48.0#5.737088146692298#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626598119280171#-68.0#6.227961998815704#9
0000 002D 2000 0000 0000 0000#1626598119282134#-51.5#3.442252888015379#9
0000 002E 2000 0000 0000 0000#1626598119283346#-50.0#3.06182565261974#9
0000 0036 2000 0000 0000 0000#1626598119284425#-46.0#4.822835597112456#9
0000 0033 2000 0000 0000 0000#1626598119286372#-48.5#0.19634954084936207#9
0000 002E 2000 0000 0000 0000#1626598119554150#-47.5#3.2090878082567613#9
0000 0032 2000 0000 0000 0000#1626598119555754#-47.5#1.533980787885641#9
0000 0031 2000 0000 0000 0000#1626598119557031#-46.5#1.8285050991596843#9
0000 003A 2000 0000 0000 0000#1626598119558593#-38.5#2.478912953223196#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626598119559912#-67.5#5.595961914206819#9
0000 0035 2000 0000 0000 0000#1626598119561215#-48.0#5.516194913236766#9
0000 0036 2000 0000 0000 0000#1626598119562290#-47.0#5.209398755659637#9
0000 0038 2000 0000 0000 0000#1626598119563316#-44.5#4.049709280018092#9
0000 0030 2000 0000 0000 0000#1626598119564656#-46.5#2.5402721847386216#9
0000 0037 2000 0000 0000 0000#1626598119566005#-46.0#4.516039439535327#9
0000 0033 2000 0000 0000 0000#1626598119567563#-47.5#1.0492428589137786#9
0000 0034 2000 0000 0000 0000#1626598119568595#-48.5#0.25770877236478773#9
0000 002F 2000 0000 0000 0000#1626598119571624#-47.0#2.804116880254952#9
0000 0039 2000 0000 0000 0000#1626598119572794#-42.0#3.3870295796514958#9
0000 002D 2000 0000 0000 0000#1626598119574916#-49.0#3.5833791205008576#9
0000 003B 2000 0000 0000 0000#1626598119577921#-52.5#2.9943304979527716#9
0000 0036 2000 0000 0000 0000#1626598119582046#-47.5#5.307573526084319#9
0000 0038 2000 0000 0000 0000#1626598119583382#-44.5#4.0987966652304335#9
0000 0037 2000 0000 0000 0000#1626598119585571#-46.5#4.589670517353839#9
0000 0031 2000 0000 0000 0000#1626598119587099#-46.0#1.9389517158874505#9
0000 0032 2000 0000 0000 0000#1626598119588146#-46.5#1.6873788666742053#9
0000 0033 2000 0000 0000 0000#1626598119589478#-47.0#1.1719613219446299#9
0000 0034 2000 0000 0000 0000#1626598119590723#-48.5#0.4172427743048944#9
0000 003A 2000 0000 0000 0000#1626598119592332#-37.5#2.4850488763747385#9
0000 0030 2000 0000 0000 0000#1626598119593419#-45.5#2.6261751088602177#9
0000 0039 2000 0000 0000 0000#1626598119594774#-42.0#3.423845118560751#9
0000 002E 2000 0000 0000 0000#1626598119596141#-47.0#3.3072625786814425#9
0000 002D 2000 0000 0000 0000#1626598119597206#-49.0#3.6692820446224537#9
0000 003B 2000 0000 0000 0000#1626598119609014#-50.5#3.184544115650591#9
0000 002F 2000 0000 0000 0000#1626598119610133#-47.5#3.153864499892878#9
0000 0035 2000 0000 0000 0000#1626598119611212#-47.5#5.988660995905543#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626598119613693#-67.5#5.896622148632405#9
0000 002F 2000 0000 0000 0000#1626598119879475#-45.0#3.1906800388021335#9
0000 0039 2000 0000 0000 0000#1626598119880513#-42.5#3.9208548938356986#9
0000 003A 2000 0000 0000 0000#1626598119881546#-34.0#2.693670263527186#9
0000 0033 2000 0000 0000 0000#1626598119883323#-42.5#1.9634954084936207#9
0000 0035 2000 0000 0000 0000#1626598119884387#-46.0#0.8406214717613314#9
0000 0034 2000 0000 0000 0000#1626598119886639#-44.5#1.4910293258248433#9
0000 0037 2000 0000 0000 0000#1626598119888142#-48.0#5.859806609723149#9
0000 0032 2000 0000 0000 0000#1626598119889915#-42.5#2.2764274892222915#9
0000 003B 2000 0000 0000 0000#1626598119890955#-42.0#3.06182565261974#9
0000 0031 2000 0000 0000 0000#1626598119892219#-42.5#2.4605051837685683#9
0000 0030 2000 0000 0000 0000#1626598119894029#-43.5#2.9943304979527716#9
0000 002D 2000 0000 0000 0000#1626598119895397#-48.0#3.890175278077986#9
0000 0038 2000 0000 0000 0000#1626598119897172#-46.0#5.037592907416445#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626598119898254#-67.5#4.908738521234052#9
0000 002E 2000 0000 0000 0000#1626598119899792#-44.5#3.5833791205008576#9
0000 0036 2000 0000 0000 0000#1626598119902963#-46.5#0.619728238305799#9
0000 0036 2000 0000 0000 0000#1626598119908519#-47.0#0.6565437772150544#9
0000 0037 2000 0000 0000 0000#1626598119909624#-47.5#5.988660995905543#9
0000 003A 2000 0000 0000 0000#1626598119911840#-34.0#2.804116880254952#9
0000 0033 2000 0000 0000 0000#1626598119912857#-42.5#2.061670178918302#9
0000 002F 2000 0000 0000 0000#1626598119915170#-44.0#3.2704470397721868#9
0000 002E 2000 0000 0000 0000#1626598119916196#-44.5#3.6386024288647407#9
0000 003B 2000 0000 0000 0000#1626598119917223#-41.5#3.1354567304382504#9
0000 0035 2000 0000 0000 0000#1626598119918483#-45.5#0.9572040116406401#9
0000 0032 2000 0000 0000 0000#1626598119920259#-42.0#2.36846633649543#9
FFFF FFFF FFFF FFFF FFFF FFFF#1626598119922039#-67.5#5.037592907416445#9
0000 0034 2000 0000 0000 0000#1626598119923397#-44.0#1.6321555583103222#9
0000 0038 2000 0000 0000 0000#1626598119924505#-46.5#5.197126909356553#9
0000 0030 2000 0000 0000 0000#1626598119926675#-43.5#3.067961575771282#9
0000 0039 2000 0000 0000 0000#1626598119929497#-41.5#4.123340357836604#9
0000 0031 2000 0000 0000 0000#1626598119930578#-42.0#2.5586799541932495#9
0000 002D 2000 0000 0000 0000#1626598119931688#-47.5#3.9638063558964967#9
0000 0030 2000 0000 0000 0000#1626598120197695#-42.0#3.9269908169872414#9
0000 003A 2000 0000 0000 0000#1626598120198745#-33.0#4.276738436625168#9
0000 002F 2000 0000 0000 0000#1626598120200569#-42.5#4.074252972624263#9
0000 0032 2000 0000 0000 0000#1626598120201866#-39.5#3.2949907323783574#9
0000 0031 2000 0000 0000 0000#1626598120204129#-39.5#3.454524734318464#9
0000 0035 2000 0000 0000 0000#1626598120205221#-41.5#2.1966604882522383#9
